image_name,class_id,class_name,User_1_alignment,User_1_artifact,User_2_alignment,User_2_artifact,User_3_alignment,User_3_artifact,alignment_mean,artifact_mean,alignment_zscore,artifact_zscore,alignment_additive,artifact_additive
000227.png,300,tiger beetle,4.29,4.0,4.29,4.0,3.75,4.0,4.11,4.0,4.12,4.0,4.11,4.0
000228.png,300,tiger beetle,4.29,3.0,3.57,4.0,3.75,3.0,3.87,3.33,3.89,3.33,3.87,3.33
000229.png,300,tiger beetle,5.0,5.0,3.75,4.0,3.75,4.0,4.17,4.33,4.21,4.39,4.17,4.33
000230.png,322,ringlet,4.38,4.0,4.38,4.0,5.0,5.0,4.59,4.33,4.61,4.28,4.59,4.33
000231.png,322,ringlet,3.57,4.0,5.0,5.0,5.0,5.0,4.52,4.67,4.51,4.64,4.52,4.67
000232.png,322,ringlet,5.0,4.0,3.12,4.0,5.0,5.0,4.37,4.33,4.43,4.28,4.37,4.33
000233.png,322,ringlet,3.75,5.0,3.57,4.0,4.17,5.0,3.83,4.67,3.83,4.67,3.83,4.67
000234.png,322,ringlet,4.38,5.0,3.75,5.0,3.75,5.0,3.96,5.0,3.98,5.03,3.96,5.0
000235.png,322,ringlet,3.75,4.0,4.38,4.0,3.75,3.0,3.96,3.67,3.95,3.72,3.96,3.67
000236.png,322,ringlet,2.86,5.0,5.0,5.0,3.75,5.0,3.87,5.0,3.82,5.03,3.87,5.0
000237.png,322,ringlet,4.38,4.0,5.0,5.0,5.0,4.0,4.79,4.33,4.81,4.36,4.79,4.33
000238.png,322,ringlet,5.0,4.0,3.75,4.0,5.0,4.0,4.58,4.0,4.64,4.0,4.58,4.0
000239.png,322,ringlet,5.0,5.0,5.0,5.0,3.12,5.0,4.37,5.0,4.4,5.03,4.37,5.0
000240.png,330,wood rabbit,4.17,5.0,5.0,5.0,5.0,3.0,4.72,4.33,4.73,4.46,4.72,4.33
000241.png,330,wood rabbit,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.33,-0.14,1.44,0.0,1.33
000242.png,330,wood rabbit,5.0,5.0,5.0,5.0,4.17,4.0,4.72,4.67,4.76,4.74,4.72,4.67
000243.png,330,wood rabbit,5.0,4.0,3.33,4.0,4.0,4.0,4.11,4.0,4.16,4.0,4.11,4.0
000244.png,330,wood rabbit,3.57,3.0,4.29,5.0,4.38,4.0,4.08,4.0,4.07,3.97,4.08,4.0
000245.png,330,wood rabbit,3.57,3.0,2.5,4.0,3.12,3.0,3.06,3.33,3.06,3.33,3.06,3.33
000246.png,330,wood rabbit,4.0,4.0,5.0,4.0,2.5,2.0,3.83,3.33,3.81,3.43,3.83,3.33
000247.png,330,wood rabbit,3.0,3.0,2.5,4.0,1.88,2.0,2.46,3.0,2.42,3.05,2.46,3.0
000248.png,330,wood rabbit,3.75,3.0,4.38,4.0,4.38,4.0,4.17,3.67,4.16,3.61,4.17,3.67
000249.png,330,wood rabbit,5.0,4.0,4.17,4.0,3.57,3.0,4.25,3.67,4.28,3.72,4.25,3.67
000250.png,333,hamster,5.0,3.0,0.0,2.0,0.0,0.0,1.67,1.67,1.71,1.76,1.67,1.67
000251.png,333,hamster,5.0,4.0,5.0,4.0,4.0,4.0,4.67,4.0,4.7,4.0,4.67,4.0
000252.png,333,hamster,5.0,5.0,5.0,5.0,4.17,5.0,4.72,5.0,4.76,5.03,4.72,5.0
000253.png,333,hamster,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000254.png,333,hamster,5.0,3.0,5.0,5.0,3.33,5.0,4.44,4.33,4.47,4.25,4.44,4.33
000255.png,333,hamster,4.17,4.0,4.17,4.0,5.0,4.0,4.45,4.0,4.46,4.0,4.45,4.0
000256.png,333,hamster,5.0,4.0,5.0,5.0,4.29,5.0,4.76,4.67,4.8,4.64,4.76,4.67
000257.png,333,hamster,4.0,5.0,4.0,4.0,3.33,3.0,3.78,4.0,3.78,4.1,3.78,4.0
000258.png,333,hamster,5.0,4.0,4.17,3.0,3.57,3.0,4.25,3.33,4.28,3.36,4.25,3.33
000259.png,333,hamster,5.0,4.0,5.0,3.0,4.29,4.0,4.76,3.67,4.8,3.64,4.76,3.67
000260.png,339,sorrel,3.33,5.0,5.0,5.0,3.75,4.0,4.03,4.67,3.99,4.74,4.03,4.67
000261.png,339,sorrel,3.57,3.0,5.0,4.0,3.75,3.0,4.11,3.33,4.08,3.33,4.11,3.33
000262.png,339,sorrel,5.0,4.0,4.38,3.0,5.0,5.0,4.79,4.0,4.84,3.93,4.79,4.0
000263.png,339,sorrel,5.0,3.0,3.75,4.0,1.88,4.0,3.54,3.67,3.57,3.61,3.54,3.67
000264.png,339,sorrel,5.0,5.0,4.17,4.0,4.17,4.0,4.45,4.33,4.49,4.39,4.45,4.33
000265.png,339,sorrel,5.0,5.0,5.0,4.0,2.5,5.0,4.17,4.67,4.19,4.67,4.17,4.67
000266.png,339,sorrel,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.67,5.04,4.64,5.0,4.67
000267.png,339,sorrel,5.0,4.0,3.75,4.0,3.12,3.0,3.96,3.67,3.99,3.72,3.96,3.67
000268.png,339,sorrel,5.0,4.0,5.0,5.0,3.33,4.0,4.44,4.33,4.47,4.36,4.44,4.33
000269.png,339,sorrel,5.0,4.0,5.0,5.0,4.38,5.0,4.79,4.67,4.83,4.64,4.79,4.67
000270.png,347,bison,4.5,4.0,4.5,5.0,5.0,5.0,4.67,4.67,4.69,4.64,4.67,4.67
000271.png,347,bison,5.0,4.0,5.0,4.0,4.0,4.0,4.67,4.0,4.7,4.0,4.67,4.0
000272.png,347,bison,5.0,4.0,5.0,5.0,3.5,5.0,4.5,4.67,4.53,4.64,4.5,4.67
000273.png,347,bison,5.0,3.0,3.75,4.0,3.57,3.0,4.11,3.33,4.15,3.33,4.11,3.33
000274.png,347,bison,5.0,3.0,3.12,4.0,3.57,3.0,3.9,3.33,3.94,3.33,3.9,3.33
000275.png,347,bison,5.0,4.0,3.89,4.0,3.75,4.0,4.21,4.0,4.25,4.0,4.21,4.0
000276.png,347,bison,5.0,3.0,4.44,4.0,5.0,4.0,4.81,3.67,4.86,3.61,4.81,3.67
000277.png,347,bison,4.17,4.0,1.88,3.0,0.0,0.0,2.02,2.33,2.01,2.51,2.02,2.33
000278.png,347,bison,5.0,5.0,3.89,4.0,4.44,3.0,4.44,4.0,4.49,4.1,4.44,4.0
000279.png,347,bison,3.0,2.0,0.0,2.0,0.0,0.0,1.0,1.33,0.97,1.38,1.0,1.33
000280.png,356,weasel,5.0,4.0,5.0,3.0,2.22,4.0,4.07,3.67,4.09,3.64,4.07,3.67
000281.png,356,weasel,3.33,3.0,0.0,3.0,3.33,5.0,2.22,3.67,2.23,3.54,2.22,3.67
000282.png,356,weasel,5.0,5.0,4.44,4.0,3.33,5.0,4.26,4.67,4.29,4.67,4.26,4.67
000283.png,356,weasel,0.0,5.0,5.0,4.0,3.33,4.0,2.78,4.33,2.62,4.39,2.78,4.33
000284.png,356,weasel,5.0,5.0,5.0,5.0,3.33,4.0,4.44,4.67,4.47,4.74,4.44,4.67
000285.png,356,weasel,4.0,4.0,1.25,2.0,0.0,0.0,1.75,2.0,1.75,2.15,1.75,2.0
000286.png,356,weasel,2.5,2.0,2.14,2.0,2.22,1.0,2.29,1.67,2.24,1.66,2.29,1.67
000287.png,356,weasel,5.0,5.0,5.0,5.0,4.44,5.0,4.81,5.0,4.85,5.03,4.81,5.0
000288.png,356,weasel,4.0,4.0,4.0,3.0,2.5,3.0,3.5,3.33,3.49,3.36,3.5,3.33
000289.png,356,weasel,4.38,4.0,4.29,3.0,3.33,3.0,4.0,3.33,4.01,3.36,4.0,3.33
000290.png,365,orangutan,5.0,4.0,3.12,3.0,1.88,2.0,3.33,3.0,3.37,3.07,3.33,3.0
000291.png,365,orangutan,5.0,3.0,1.11,4.0,1.67,4.0,2.59,3.67,2.64,3.61,2.59,3.67
000292.png,365,orangutan,5.0,3.0,2.0,4.0,3.75,4.0,3.58,3.67,3.64,3.61,3.58,3.67
000293.png,365,orangutan,5.0,4.0,3.75,5.0,3.0,5.0,3.92,4.67,3.95,4.64,3.92,4.67
000294.png,365,orangutan,4.17,4.0,4.38,4.0,2.86,4.0,3.8,4.0,3.8,4.0,3.8,4.0
000295.png,365,orangutan,3.75,4.0,3.0,3.0,1.67,4.0,2.81,3.67,2.79,3.64,2.81,3.67
000296.png,365,orangutan,5.0,3.0,2.5,4.0,2.22,3.0,3.24,3.33,3.28,3.33,3.24,3.33
000297.png,365,orangutan,3.33,4.0,5.0,4.0,5.0,3.0,4.44,3.67,4.42,3.72,4.44,3.67
000298.png,365,orangutan,5.0,5.0,3.75,5.0,3.33,5.0,4.03,5.0,4.06,5.03,4.03,5.0
000299.png,365,orangutan,5.0,5.0,4.0,5.0,3.33,5.0,4.11,5.0,4.15,5.03,4.11,5.0
000300.png,370,guenon,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.67,5.04,4.64,5.0,4.67
000301.png,370,guenon,3.75,3.0,3.33,4.0,2.86,3.0,3.31,3.33,3.31,3.33,3.31,3.33
000302.png,370,guenon,4.38,4.0,4.38,5.0,3.5,4.0,4.09,4.33,4.1,4.36,4.09,4.33
000303.png,370,guenon,4.5,4.0,4.38,4.0,3.5,5.0,4.13,4.33,4.14,4.28,4.13,4.33
000304.png,370,guenon,3.33,3.0,1.25,4.0,1.0,3.0,1.86,3.33,1.84,3.33,1.86,3.33
000305.png,370,guenon,4.38,5.0,4.17,4.0,4.17,4.0,4.24,4.33,4.26,4.39,4.24,4.33
000306.png,370,guenon,5.0,5.0,3.5,4.0,2.0,5.0,3.5,4.67,3.53,4.67,3.5,4.67
000307.png,370,guenon,4.17,4.0,4.0,4.0,5.0,4.0,4.39,4.0,4.41,4.0,4.39,4.0
000308.png,370,guenon,4.44,3.0,2.14,4.0,3.0,4.0,3.19,3.67,3.22,3.61,3.19,3.67
000309.png,370,guenon,5.0,4.0,5.0,5.0,4.29,5.0,4.76,4.67,4.8,4.64,4.76,4.67
000310.png,389,barracouta,4.44,5.0,4.44,5.0,2.22,4.0,3.7,4.67,3.7,4.74,3.7,4.67
000311.png,389,barracouta,2.5,2.0,1.67,4.0,1.25,3.0,1.81,3.0,1.76,2.94,1.81,3.0
000312.png,389,barracouta,4.44,5.0,3.89,5.0,3.33,5.0,3.89,5.0,3.9,5.03,3.89,5.0
000313.png,389,barracouta,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.67,-0.14,0.66,0.0,0.67
000314.png,389,barracouta,4.44,4.0,4.44,5.0,2.78,5.0,3.89,4.67,3.89,4.64,3.89,4.67
000315.png,389,barracouta,5.0,5.0,3.89,5.0,2.78,5.0,3.89,5.0,3.92,5.03,3.89,5.0
000316.png,389,barracouta,3.89,5.0,3.33,5.0,1.11,3.0,2.78,4.33,2.76,4.46,2.78,4.33
000317.png,389,barracouta,4.0,4.0,4.0,4.0,5.0,3.0,4.33,3.67,4.35,3.72,4.33,3.67
000318.png,389,barracouta,4.38,3.0,2.5,4.0,1.88,3.0,2.92,3.33,2.94,3.33,2.92,3.33
000319.png,389,barracouta,3.12,2.0,3.12,5.0,0.62,2.0,2.29,3.0,2.24,3.02,2.29,3.0
000320.png,392,rock beauty,2.14,3.0,2.86,4.0,2.0,4.0,2.33,3.67,2.26,3.61,2.33,3.67
000321.png,392,rock beauty,2.86,4.0,5.0,5.0,2.86,5.0,3.57,4.67,3.52,4.64,3.57,4.67
000322.png,392,rock beauty,2.86,4.0,5.0,5.0,2.86,5.0,3.57,4.67,3.52,4.64,3.57,4.67
000323.png,392,rock beauty,2.14,2.0,2.86,4.0,1.43,3.0,2.14,3.0,2.07,2.94,2.14,3.0
000324.png,392,rock beauty,3.57,4.0,5.0,5.0,3.57,5.0,4.05,4.67,4.02,4.64,4.05,4.67
000325.png,392,rock beauty,3.0,4.0,4.0,5.0,2.14,3.0,3.05,4.0,3.0,4.07,3.05,4.0
000326.png,392,rock beauty,1.0,1.0,0.0,0.0,1.43,1.0,0.81,0.67,0.72,0.56,0.81,0.67
000327.png,392,rock beauty,3.75,4.0,5.0,5.0,2.86,4.0,3.87,4.33,3.85,4.36,3.87,4.33
000328.png,392,rock beauty,3.57,4.0,5.0,5.0,4.29,5.0,4.29,4.67,4.27,4.64,4.29,4.67
000329.png,392,rock beauty,2.86,2.0,4.17,4.0,1.43,3.0,2.82,3.0,2.76,2.94,2.82,3.0
000330.png,394,sturgeon,2.86,2.0,2.86,5.0,0.0,0.0,1.91,2.33,1.85,2.45,1.91,2.33
000331.png,394,sturgeon,3.57,5.0,5.0,5.0,2.86,4.0,3.81,4.67,3.78,4.74,3.81,4.67
000332.png,394,sturgeon,3.33,2.0,1.43,3.0,1.43,2.0,2.06,2.33,2.05,2.3,2.06,2.33
000333.png,394,sturgeon,3.33,2.0,5.0,5.0,1.43,2.0,3.25,3.0,3.2,3.02,3.25,3.0
000334.png,394,sturgeon,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.14,1.02,0.0,1.0
000335.png,394,sturgeon,3.57,5.0,5.0,5.0,3.57,4.0,4.05,4.67,4.02,4.74,4.05,4.67
000336.png,394,sturgeon,4.29,4.0,4.29,5.0,3.57,4.0,4.05,4.33,4.06,4.36,4.05,4.33
000337.png,394,sturgeon,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.14,1.02,0.0,1.0
000338.png,394,sturgeon,3.0,4.0,3.33,4.0,0.71,4.0,2.35,4.0,2.29,4.0,2.35,4.0
000339.png,394,sturgeon,2.86,5.0,3.75,5.0,0.71,4.0,2.44,4.67,2.38,4.74,2.44,4.67
000340.png,396,lionfish,4.29,3.0,3.57,3.0,4.29,4.0,4.05,3.33,4.07,3.26,4.05,3.33
000341.png,396,lionfish,5.0,5.0,5.0,5.0,4.29,4.0,4.76,4.67,4.8,4.74,4.76,4.67
000342.png,396,lionfish,4.29,3.0,4.29,3.0,4.29,5.0,4.29,3.67,4.3,3.54,4.29,3.67
000343.png,396,lionfish,5.0,5.0,5.0,5.0,4.29,4.0,4.76,4.67,4.8,4.74,4.76,4.67
000344.png,396,lionfish,5.0,5.0,2.86,3.0,4.29,5.0,4.05,4.33,4.11,4.31,4.05,4.33
000345.png,396,lionfish,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000346.png,396,lionfish,4.29,3.0,3.57,3.0,3.57,4.0,3.81,3.33,3.83,3.26,3.81,3.33
000347.png,396,lionfish,5.0,4.0,2.14,2.0,2.14,4.0,3.09,3.33,3.14,3.29,3.09,3.33
000348.png,396,lionfish,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.33,-0.14,1.13,0.0,1.33
000349.png,396,lionfish,5.0,5.0,3.57,4.0,5.0,5.0,4.52,4.67,4.58,4.67,4.52,4.67
000350.png,400,academic gown,4.38,5.0,5.0,5.0,4.44,5.0,4.61,5.0,4.62,5.03,4.61,5.0
000351.png,400,academic gown,3.89,4.0,5.0,5.0,4.44,5.0,4.44,4.67,4.44,4.64,4.44,4.67
000352.png,400,academic gown,4.17,2.0,5.0,4.0,1.67,1.0,3.61,2.33,3.59,2.38,3.61,2.33
000353.png,400,academic gown,5.0,2.0,4.38,3.0,1.67,0.0,3.68,1.67,3.7,1.73,3.68,1.67
000354.png,400,academic gown,3.89,5.0,5.0,5.0,3.89,5.0,4.26,5.0,4.25,5.03,4.26,5.0
000355.png,400,academic gown,2.5,1.0,0.0,2.0,0.0,0.0,0.83,1.0,0.79,0.99,0.83,1.0
000356.png,400,academic gown,2.78,5.0,5.0,5.0,3.89,5.0,3.89,5.0,3.84,5.03,3.89,5.0
000357.png,400,academic gown,5.0,1.0,3.33,3.0,1.67,1.0,3.33,1.67,3.36,1.63,3.33,1.67
000358.png,400,academic gown,5.0,1.0,0.0,3.0,0.0,0.0,1.67,1.33,1.71,1.35,1.67,1.33
000359.png,400,academic gown,3.75,5.0,5.0,4.0,3.33,2.0,4.03,3.67,4.01,3.82,4.03,3.67
000360.png,405,airship,4.38,5.0,5.0,5.0,4.44,5.0,4.61,5.0,4.62,5.03,4.61,5.0
000361.png,405,airship,4.38,3.0,2.78,4.0,3.33,4.0,3.5,3.67,3.52,3.61,3.5,3.67
000362.png,405,airship,1.25,3.0,3.0,3.0,0.0,2.0,1.42,2.67,1.29,2.69,1.42,2.67
000363.png,405,airship,4.44,3.0,3.75,4.0,2.22,3.0,3.47,3.33,3.48,3.33,3.47,3.33
000364.png,405,airship,3.75,3.0,3.89,5.0,4.44,4.0,4.03,4.0,4.03,3.97,4.03,4.0
000365.png,405,airship,3.89,3.0,2.86,4.0,0.56,4.0,2.44,3.67,2.42,3.61,2.44,3.67
000366.png,405,airship,4.38,4.0,5.0,4.0,3.89,4.0,4.42,4.0,4.43,4.0,4.42,4.0
000367.png,405,airship,3.57,4.0,4.44,4.0,2.78,4.0,3.6,4.0,3.57,4.0,3.6,4.0
000368.png,405,airship,4.38,5.0,2.78,5.0,5.0,5.0,4.05,5.0,4.09,5.03,4.05,5.0
000369.png,405,airship,4.0,4.0,3.75,4.0,1.67,4.0,3.14,4.0,3.13,4.0,3.14,4.0
000370.png,406,altar,5.0,4.0,3.75,4.0,2.78,4.0,3.84,4.0,3.88,4.0,3.84,4.0
000371.png,406,altar,4.29,5.0,2.5,5.0,1.67,5.0,2.82,5.0,2.83,5.03,2.82,5.0
000372.png,406,altar,5.0,4.0,5.0,4.0,2.78,5.0,4.26,4.33,4.28,4.28,4.26,4.33
000373.png,406,altar,5.0,3.0,0.0,1.0,2.78,3.0,2.59,2.33,2.66,2.26,2.59,2.33
000374.png,406,altar,5.0,4.0,1.88,2.0,3.33,3.0,3.4,3.0,3.46,3.0,3.4,3.0
000375.png,406,altar,5.0,4.0,3.75,4.0,3.89,5.0,4.21,4.33,4.26,4.28,4.21,4.33
000376.png,406,altar,5.0,4.0,3.12,3.0,2.78,4.0,3.63,3.67,3.67,3.64,3.63,3.67
000377.png,406,altar,4.29,4.0,3.75,4.0,2.78,4.0,3.61,4.0,3.61,4.0,3.61,4.0
000378.png,406,altar,5.0,4.0,3.75,5.0,3.89,5.0,4.21,4.67,4.26,4.64,4.21,4.67
000379.png,406,altar,5.0,4.0,2.22,3.0,1.11,3.0,2.78,3.33,2.81,3.36,2.78,3.33
000380.png,413,assault rifle,5.0,4.0,2.22,4.0,3.33,5.0,3.52,4.33,3.57,4.28,3.52,4.33
000381.png,413,assault rifle,3.33,2.0,0.83,3.0,1.67,3.0,1.94,2.67,1.93,2.59,1.94,2.67
000382.png,413,assault rifle,5.0,3.0,1.11,2.0,4.44,4.0,3.52,3.0,3.59,2.9,3.52,3.0
000383.png,413,assault rifle,3.33,2.0,3.57,3.0,1.67,3.0,2.86,2.67,2.82,2.59,2.86,2.67
000384.png,413,assault rifle,0.0,1.0,3.33,4.0,3.33,4.0,2.22,3.0,2.08,2.84,2.22,3.0
000385.png,413,assault rifle,5.0,3.0,4.29,4.0,2.5,4.0,3.93,3.67,3.96,3.61,3.93,3.67
000386.png,413,assault rifle,5.0,3.0,1.43,3.0,2.5,3.0,2.98,3.0,3.03,2.97,2.98,3.0
000387.png,413,assault rifle,0.0,3.0,5.0,4.0,3.33,5.0,2.78,4.0,2.62,3.9,2.78,4.0
000388.png,413,assault rifle,5.0,4.0,3.89,4.0,2.78,4.0,3.89,4.0,3.92,4.0,3.89,4.0
000389.png,413,assault rifle,3.57,4.0,2.14,4.0,2.5,5.0,2.74,4.33,2.73,4.28,2.74,4.33
000390.png,415,bakery,5.0,4.0,4.29,4.0,3.89,5.0,4.39,4.33,4.43,4.28,4.39,4.33
000391.png,415,bakery,2.5,3.0,0.56,4.0,2.78,4.0,1.95,3.67,1.92,3.61,1.95,3.67
000392.png,415,bakery,4.0,4.0,2.5,3.0,2.78,4.0,3.09,3.67,3.1,3.64,3.09,3.67
000393.png,415,bakery,5.0,4.0,2.78,4.0,2.22,3.0,3.33,3.67,3.37,3.72,3.33,3.67
000394.png,415,bakery,3.0,3.0,1.67,5.0,1.67,3.0,2.11,3.67,2.08,3.69,2.11,3.67
000395.png,415,bakery,4.44,4.0,4.44,4.0,4.44,5.0,4.44,4.33,4.46,4.28,4.44,4.33
000396.png,415,bakery,3.0,3.0,1.11,3.0,1.11,4.0,1.74,3.33,1.71,3.26,1.74,3.33
000397.png,415,bakery,3.0,4.0,0.56,5.0,0.0,0.0,1.19,3.0,1.15,3.22,1.19,3.0
000398.png,415,bakery,3.0,4.0,0.0,5.0,0.0,0.0,1.0,3.0,0.97,3.22,1.0,3.0
000399.png,415,bakery,5.0,4.0,2.78,3.0,2.78,4.0,3.52,3.67,3.56,3.64,3.52,3.67
000400.png,419,Band Aid,0.0,3.0,0.0,2.0,2.78,5.0,0.93,3.33,0.81,3.18,0.93,3.33
000401.png,419,Band Aid,4.38,5.0,5.0,5.0,2.78,4.0,4.05,4.67,4.05,4.74,4.05,4.67
000402.png,419,Band Aid,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.67,-0.14,1.73,0.0,1.67
000403.png,419,Band Aid,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.67,-0.14,1.73,0.0,1.67
000404.png,419,Band Aid,3.75,5.0,5.0,4.0,3.89,5.0,4.21,4.67,4.2,4.67,4.21,4.67
000405.png,419,Band Aid,3.89,5.0,5.0,5.0,3.33,5.0,4.07,5.0,4.06,5.03,4.07,5.0
000406.png,419,Band Aid,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,-0.14,2.12,0.0,2.0
000407.png,419,Band Aid,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.67,-0.14,0.64,0.0,0.67
000408.png,419,Band Aid,4.17,4.0,5.0,5.0,3.33,4.0,4.17,4.33,4.16,4.36,4.17,4.33
000409.png,419,Band Aid,4.0,4.0,5.0,4.0,2.22,4.0,3.74,4.0,3.72,4.0,3.74,4.0
000410.png,421,bannister,5.0,5.0,5.0,4.0,4.44,5.0,4.81,4.67,4.85,4.67,4.81,4.67
000411.png,421,bannister,5.0,5.0,5.0,5.0,4.44,5.0,4.81,5.0,4.85,5.03,4.81,5.0
000412.png,421,bannister,0.0,1.0,0.0,2.0,3.33,2.0,1.11,1.67,1.0,1.56,1.11,1.67
000413.png,421,bannister,5.0,3.0,3.33,3.0,2.22,3.0,3.52,3.0,3.55,2.97,3.52,3.0
000414.png,421,bannister,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.33,-0.14,1.38,0.0,1.33
000415.png,421,bannister,5.0,5.0,5.0,5.0,4.44,5.0,4.81,5.0,4.85,5.03,4.81,5.0
000416.png,421,bannister,3.33,4.0,1.11,2.0,0.0,0.0,1.48,2.0,1.45,2.15,1.48,2.0
000417.png,421,bannister,5.0,4.0,5.0,5.0,4.44,5.0,4.81,4.67,4.85,4.64,4.81,4.67
000418.png,421,bannister,4.29,5.0,5.0,5.0,3.89,5.0,4.39,5.0,4.4,5.03,4.39,5.0
000419.png,421,bannister,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.67,-0.14,1.76,0.0,1.67
000420.png,426,barometer,4.38,5.0,5.0,5.0,3.89,4.0,4.42,4.67,4.43,4.74,4.42,4.67
000421.png,426,barometer,4.38,5.0,3.33,5.0,4.44,4.0,4.05,4.67,4.08,4.74,4.05,4.67
000422.png,426,barometer,4.38,5.0,5.0,5.0,3.89,4.0,4.42,4.67,4.43,4.74,4.42,4.67
000423.png,426,barometer,4.38,4.0,0.62,3.0,0.56,0.0,1.85,2.33,1.88,2.51,1.85,2.33
000424.png,426,barometer,4.38,3.0,1.88,4.0,0.56,0.0,2.27,2.33,2.28,2.48,2.27,2.33
000425.png,426,barometer,2.5,2.0,1.25,3.0,0.56,0.0,1.44,1.67,1.38,1.73,1.44,1.67
000426.png,426,barometer,4.38,5.0,5.0,5.0,3.89,4.0,4.42,4.67,4.43,4.74,4.42,4.67
000427.png,426,barometer,4.38,5.0,5.0,5.0,3.89,4.0,4.42,4.67,4.43,4.74,4.42,4.67
000428.png,426,barometer,2.5,3.0,1.88,4.0,0.56,0.0,1.65,2.33,1.59,2.48,1.65,2.33
000429.png,426,barometer,2.5,3.0,1.88,4.0,0.56,0.0,1.65,2.33,1.59,2.48,1.65,2.33
000430.png,429,baseball,5.0,3.0,5.0,4.0,3.89,5.0,4.63,4.0,4.66,3.9,4.63,4.0
000431.png,429,baseball,5.0,5.0,5.0,5.0,4.44,5.0,4.81,5.0,4.85,5.03,4.81,5.0
000432.png,429,baseball,5.0,3.0,5.0,4.0,3.89,5.0,4.63,4.0,4.66,3.9,4.63,4.0
000433.png,429,baseball,5.0,5.0,4.38,5.0,3.89,5.0,4.42,5.0,4.46,5.03,4.42,5.0
000434.png,429,baseball,3.12,4.0,5.0,5.0,2.22,4.0,3.45,4.33,3.39,4.36,3.45,4.33
000435.png,429,baseball,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.67,-0.14,0.64,0.0,0.67
000436.png,429,baseball,0.0,4.0,1.11,5.0,1.11,4.0,0.74,4.33,0.6,4.36,0.74,4.33
000437.png,429,baseball,3.12,4.0,3.33,4.0,1.67,5.0,2.71,4.33,2.67,4.28,2.71,4.33
000438.png,429,baseball,0.0,4.0,1.67,4.0,0.56,5.0,0.74,4.33,0.59,4.28,0.74,4.33
000439.png,429,baseball,2.0,3.0,1.25,3.0,0.0,0.0,1.08,2.0,1.01,2.12,1.08,2.0
000440.png,432,bassoon,5.0,4.0,3.89,4.0,4.44,4.0,4.44,4.0,4.49,4.0,4.44,4.0
000441.png,432,bassoon,5.0,4.0,0.0,2.0,0.0,0.0,1.67,2.0,1.71,2.15,1.67,2.0
000442.png,432,bassoon,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.33,5.04,4.28,5.0,4.33
000443.png,432,bassoon,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.33,-0.14,1.38,0.0,1.33
000444.png,432,bassoon,4.38,3.0,2.22,3.0,3.33,3.0,3.31,3.0,3.34,2.97,3.31,3.0
000445.png,432,bassoon,3.33,4.0,3.75,4.0,1.11,5.0,2.73,4.33,2.69,4.28,2.73,4.33
000446.png,432,bassoon,4.0,2.0,1.88,3.0,0.0,0.0,1.96,1.67,1.95,1.73,1.96,1.67
000447.png,432,bassoon,4.29,5.0,3.75,5.0,2.22,5.0,3.42,5.0,3.42,5.03,3.42,5.0
000448.png,432,bassoon,5.0,4.0,5.0,4.0,2.78,4.0,4.26,4.0,4.28,4.0,4.26,4.0
000449.png,432,bassoon,3.33,2.0,0.62,3.0,0.0,0.0,1.32,1.67,1.3,1.73,1.32,1.67
000450.png,443,bib,4.44,5.0,5.0,5.0,2.78,5.0,4.07,5.0,4.07,5.03,4.07,5.0
000451.png,443,bib,4.38,5.0,5.0,5.0,2.78,5.0,4.05,5.0,4.05,5.03,4.05,5.0
000452.png,443,bib,5.0,5.0,5.0,5.0,3.33,5.0,4.44,5.0,4.47,5.03,4.44,5.0
000453.png,443,bib,0.0,1.0,2.86,3.0,0.0,3.0,0.95,2.33,0.79,2.2,0.95,2.33
000454.png,443,bib,4.44,5.0,5.0,5.0,3.33,5.0,4.26,5.0,4.26,5.03,4.26,5.0
000455.png,443,bib,4.44,5.0,5.0,5.0,3.33,5.0,4.26,5.0,4.26,5.03,4.26,5.0
000456.png,443,bib,3.89,3.0,5.0,4.0,3.33,4.0,4.07,3.67,4.06,3.61,4.07,3.67
000457.png,443,bib,4.38,3.0,5.0,4.0,3.89,5.0,4.42,4.0,4.43,3.9,4.42,4.0
000458.png,443,bib,3.33,5.0,1.11,2.0,0.0,3.0,1.48,3.33,1.45,3.39,1.48,3.33
