image_name,class_id,class_name,User_1_alignment,User_2_alignment,User_3_alignment,alignment_mean,alignment_max-min
000220.png,300,tiger beetle,1.88,0.0,0.0,0.63,1.88
000325.png,392,rock beauty,3.0,4.0,2.14,3.05,1.86
000070.png,51,triceratops,4.0,2.14,2.5,2.88,1.86
000956.png,982,groom,4.29,2.5,3.33,3.37,1.79
000125.png,106,wombat,4.29,3.33,2.5,3.37,1.79
000958.png,982,groom,1.11,2.86,2.5,2.16,1.75
000617.png,605,iPod,2.86,1.11,2.78,2.25,1.75
000219.png,281,tabby cat,1.88,3.57,2.5,2.65,1.69
000640.png,632,loudspeaker,3.57,1.88,2.78,2.74,1.69
000866.png,931,bagel,5.0,5.0,3.33,4.44,1.67
000669.png,634,lumbermill,0.0,0.0,1.67,0.56,1.67
000650.png,633,loupe,3.33,5.0,4.0,4.11,1.67
000099.png,64,green mamba,5.0,5.0,3.33,4.44,1.67
000095.png,64,green mamba,5.0,4.38,3.33,4.24,1.67
000656.png,633,loupe,3.75,5.0,3.33,4.03,1.67
000886.png,952,fig,5.0,5.0,3.33,4.44,1.67
000438.png,429,baseball,0.0,1.67,0.56,0.74,1.67
000543.png,529,diaper,4.17,5.0,3.33,4.17,1.67
000359.png,400,academic gown,3.75,5.0,3.33,4.03,1.67
000849.png,922,menu,5.0,3.33,4.44,4.26,1.67
000405.png,419,Band Aid,3.89,5.0,3.33,4.07,1.67
000408.png,419,Band Aid,4.17,5.0,3.33,4.17,1.67
000858.png,928,ice cream,5.0,5.0,3.33,4.44,1.67
000682.png,654,minibus,5.0,5.0,3.33,4.44,1.67
000573.png,567,frying pan,5.0,3.33,4.44,4.26,1.67
000569.png,554,fireboat,3.33,5.0,4.44,4.26,1.67
000683.png,654,minibus,5.0,5.0,3.33,4.44,1.67
000056.png,39,common iguana,5.0,3.33,5.0,4.44,1.67
000997.png,999,toilet tissue,5.0,3.33,5.0,4.44,1.67
000008.png,4,hammerhead,4.17,2.5,2.5,3.06,1.67
000600.png,590,hand-held computer,5.0,4.38,3.33,4.24,1.67
000452.png,443,bib,5.0,5.0,3.33,4.44,1.67
000887.png,952,fig,5.0,5.0,3.33,4.44,1.67
000590.png,585,hair spray,5.0,3.75,3.33,4.03,1.67
000456.png,443,bib,3.89,5.0,3.33,4.07,1.67
000666.png,634,lumbermill,2.5,1.11,2.78,2.13,1.67
000885.png,952,fig,5.0,5.0,3.33,4.44,1.67
000880.png,952,fig,5.0,5.0,3.33,4.44,1.67
000524.png,488,chain,2.22,2.78,3.89,2.96,1.67
000995.png,999,toilet tissue,1.67,0.0,0.0,0.56,1.67
000580.png,575,golfcart,5.0,5.0,3.33,4.44,1.67
000455.png,443,bib,4.44,5.0,3.33,4.26,1.67
000468.png,446,binder,0.0,0.0,1.67,0.56,1.67
000465.png,446,binder,3.89,3.89,2.22,3.33,1.67
000454.png,443,bib,4.44,5.0,3.33,4.26,1.67
000901.png,962,meat loaf,5.0,3.33,5.0,4.44,1.67
000981.png,991,coral fungus,1.25,1.67,0.0,0.97,1.67
000990.png,999,toilet tissue,1.67,0.0,0.0,0.56,1.67
000994.png,999,toilet tissue,5.0,3.33,4.44,4.26,1.67
000284.png,356,weasel,5.0,5.0,3.33,4.44,1.67
000297.png,365,orangutan,3.33,5.0,5.0,4.44,1.67
000282.png,356,weasel,5.0,4.44,3.33,4.26,1.67
000214.png,281,tabby cat,5.0,3.33,4.29,4.21,1.67
000268.png,339,sorrel,5.0,5.0,3.33,4.44,1.67
000939.png,972,cliff,5.0,3.33,4.38,4.24,1.67
000047.png,35,mud turtle,4.17,2.5,4.17,3.61,1.67
000046.png,35,mud turtle,4.17,4.0,2.5,3.56,1.67
000933.png,972,cliff,5.0,3.33,5.0,4.44,1.67
000812.png,917,comic book,5.0,4.38,3.33,4.24,1.67
000243.png,330,wood rabbit,5.0,3.33,4.0,4.11,1.67
000254.png,333,hamster,5.0,5.0,3.33,4.44,1.67
000260.png,339,sorrel,3.33,5.0,3.75,4.03,1.67
000298.png,365,orangutan,5.0,3.75,3.33,4.03,1.67
000746.png,755,radio telescope,5.0,3.33,4.5,4.28,1.67
000781.png,819,stage,5.0,4.44,3.33,4.26,1.67
000299.png,365,orangutan,5.0,4.0,3.33,4.11,1.67
000852.png,928,ice cream,5.0,3.89,3.33,4.07,1.67
000500.png,479,car wheel,3.89,5.0,3.33,4.07,1.67
000856.png,928,ice cream,5.0,5.0,3.33,4.44,1.67
000675.png,645,maypole,4.17,5.0,3.33,4.17,1.67
000679.png,645,maypole,5.0,4.44,3.33,4.26,1.67
000677.png,645,maypole,5.0,3.89,3.33,4.07,1.67
000104.png,80,black grouse,3.33,1.67,3.33,2.78,1.66
000648.png,632,loudspeaker,4.38,4.44,2.78,3.87,1.66
000437.png,429,baseball,3.12,3.33,1.67,2.71,1.66
000553.png,535,disk brake,3.33,1.67,1.67,2.22,1.66
000314.png,389,barracouta,4.44,4.44,2.78,3.89,1.66
000140.png,118,Dungeness crab,4.44,4.44,2.78,3.89,1.66
000367.png,405,airship,3.57,4.44,2.78,3.6,1.66
000843.png,922,menu,2.22,1.11,0.56,1.3,1.66
000139.png,116,chiton,4.29,4.44,2.78,3.84,1.66
000037.png,25,European fire salamander,2.86,2.14,3.75,2.92,1.61
000156.png,129,spoonbill,4.38,3.57,2.78,3.58,1.6
000169.png,144,pelican,4.38,2.78,4.38,3.85,1.6
000361.png,405,airship,4.38,2.78,3.33,3.5,1.6
000109.png,80,black grouse,4.38,2.78,2.78,3.31,1.6
000510.png,481,cassette,3.33,4.38,2.78,3.5,1.6
000068.png,49,African crocodile,4.38,3.0,2.78,3.39,1.6
000155.png,129,spoonbill,4.38,4.29,2.78,3.82,1.6
000680.png,654,minibus,3.57,4.38,2.78,3.58,1.6
000974.png,985,daisy,2.0,3.0,3.57,2.86,1.57
000551.png,535,disk brake,3.75,2.22,3.33,3.1,1.53
000690.png,679,necklace,4.38,3.12,2.86,3.45,1.52
000294.png,365,orangutan,4.17,4.38,2.86,3.8,1.52
000478.png,453,bookcase,3.33,4.29,2.78,3.47,1.51
000646.png,632,loudspeaker,4.29,3.75,2.78,3.61,1.51
000668.png,634,lumbermill,4.29,3.89,2.78,3.65,1.51
000477.png,453,bookcase,3.33,4.29,2.78,3.47,1.51
000555.png,535,disk brake,4.29,3.89,2.78,3.65,1.51
000377.png,406,altar,4.29,3.75,2.78,3.61,1.51
000556.png,535,disk brake,4.29,2.78,3.33,3.47,1.51
000757.png,756,rain barrel,5.0,4.29,3.5,4.26,1.5
000272.png,347,bison,5.0,5.0,3.5,4.5,1.5
000288.png,356,weasel,4.0,4.0,2.5,3.5,1.5
000751.png,756,rain barrel,4.29,5.0,3.5,4.26,1.5
000392.png,415,bakery,4.0,2.5,2.78,3.09,1.5
000752.png,756,rain barrel,4.38,5.0,3.5,4.29,1.5
000759.png,756,rain barrel,0.0,1.5,0.0,0.5,1.5
000025.png,10,brambling,3.5,5.0,5.0,4.5,1.5
000699.png,679,necklace,3.12,2.5,1.67,2.43,1.45
000505.png,479,car wheel,3.12,2.5,1.67,2.43,1.45
000183.png,150,sea lion,3.12,1.67,3.12,2.64,1.45
000323.png,392,rock beauty,2.14,2.86,1.43,2.14,1.43
000979.png,985,daisy,5.0,5.0,3.57,4.52,1.43
000326.png,392,rock beauty,1.0,0.0,1.43,0.81,1.43
000349.png,396,lionfish,5.0,3.57,5.0,4.52,1.43
000335.png,394,sturgeon,3.57,5.0,3.57,4.05,1.43
000328.png,392,rock beauty,3.57,5.0,4.29,4.29,1.43
000389.png,413,assault rifle,3.57,2.14,2.5,2.74,1.43
000231.png,322,ringlet,3.57,5.0,5.0,4.52,1.43
000216.png,281,tabby cat,5.0,5.0,3.57,4.52,1.43
000076.png,51,triceratops,3.57,3.57,5.0,4.05,1.43
000634.png,626,lighter,0.0,1.43,0.0,0.48,1.43
000999.png,999,toilet tissue,5.0,3.57,3.89,4.15,1.43
000115.png,97,drake,4.29,2.86,4.29,3.81,1.43
000131.png,116,chiton,3.57,4.44,5.0,4.34,1.43
000249.png,330,wood rabbit,5.0,4.17,3.57,4.25,1.43
000324.png,392,rock beauty,3.57,5.0,3.57,4.05,1.43
000210.png,281,tabby cat,5.0,5.0,3.57,4.52,1.43
000273.png,347,bison,5.0,3.75,3.57,4.11,1.43
000258.png,333,hamster,5.0,4.17,3.57,4.25,1.43
000211.png,281,tabby cat,5.0,3.57,3.57,4.05,1.43
000261.png,339,sorrel,3.57,5.0,3.75,4.11,1.43
000717.png,730,plow,1.88,1.11,2.5,1.83,1.39
000548.png,529,diaper,4.17,2.78,3.89,3.61,1.39
000012.png,7,cock,4.0,3.64,5.0,4.21,1.36
000479.png,453,bookcase,3.33,3.57,2.22,3.04,1.35
000394.png,415,bakery,3.0,1.67,1.67,2.11,1.33
000499.png,477,carpenter's kit,3.12,4.44,4.44,4.0,1.32
000217.png,281,tabby cat,4.17,4.17,2.86,3.73,1.31
000758.png,756,rain barrel,4.29,3.75,3.0,3.68,1.29
000103.png,80,black grouse,4.38,3.33,3.12,3.61,1.26
000126.png,106,wombat,4.38,4.38,3.12,3.96,1.26
000674.png,645,maypole,3.12,4.38,3.75,3.75,1.26
000698.png,679,necklace,4.29,4.38,3.12,3.93,1.26
000072.png,51,triceratops,3.75,5.0,5.0,4.58,1.25
000957.png,982,groom,2.5,1.25,1.88,1.88,1.25
000586.png,575,golfcart,5.0,3.75,4.44,4.4,1.25
000050.png,39,common iguana,3.75,5.0,4.38,4.38,1.25
000074.png,51,triceratops,3.75,5.0,5.0,4.58,1.25
000106.png,80,black grouse,5.0,3.89,3.75,4.21,1.25
000481.png,461,breastplate,5.0,5.0,3.75,4.58,1.25
000129.png,106,wombat,5.0,4.44,3.75,4.4,1.25
000404.png,419,Band Aid,3.75,5.0,3.89,4.21,1.25
000375.png,406,altar,5.0,3.75,3.89,4.21,1.25
000513.png,481,cassette,0.0,1.25,0.0,0.42,1.25
000688.png,654,minibus,5.0,4.38,3.75,4.38,1.25
000378.png,406,altar,5.0,3.75,3.89,4.21,1.25
000200.png,159,Rhodesian ridgeback,5.0,3.75,4.0,4.25,1.25
000203.png,159,Rhodesian ridgeback,5.0,5.0,3.75,4.58,1.25
000311.png,389,barracouta,2.5,1.67,1.25,1.81,1.25
000830.png,920,traffic light,5.0,3.75,5.0,4.58,1.25
000229.png,300,tiger beetle,5.0,3.75,3.75,4.17,1.25
000225.png,300,tiger beetle,5.0,3.75,5.0,4.58,1.25
000191.png,156,Blenheim spaniel,4.17,5.0,3.75,4.31,1.25
000218.png,281,tabby cat,5.0,5.0,3.75,4.58,1.25
000275.png,347,bison,5.0,3.89,3.75,4.21,1.25
000238.png,322,ringlet,5.0,3.75,5.0,4.58,1.25
000722.png,743,prison,5.0,4.0,3.75,4.25,1.25
000949.png,981,ballplayer,5.0,3.75,3.75,4.17,1.25
000944.png,981,ballplayer,5.0,5.0,3.75,4.58,1.25
000945.png,981,ballplayer,5.0,4.38,3.75,4.38,1.25
000955.png,982,groom,5.0,4.17,3.75,4.31,1.25
000061.png,49,African crocodile,5.0,3.75,5.0,4.58,1.25
000697.png,679,necklace,3.12,1.88,2.78,2.59,1.24
000182.png,150,sea lion,4.29,3.33,3.12,3.58,1.17
000963.png,983,scuba diver,4.29,4.29,3.12,3.9,1.17
000608.png,590,hand-held computer,4.29,3.12,3.89,3.77,1.17
000060.png,49,African crocodile,4.17,3.0,3.0,3.39,1.17
000223.png,300,tiger beetle,4.29,3.12,3.75,3.72,1.17
000977.png,985,daisy,2.0,3.0,3.12,2.71,1.12
000247.png,330,wood rabbit,3.0,2.5,1.88,2.46,1.12
000967.png,983,scuba diver,5.0,3.89,5.0,4.63,1.11
000199.png,156,Blenheim spaniel,3.89,5.0,4.44,4.44,1.11
000769.png,806,sock,5.0,3.89,4.44,4.44,1.11
000809.png,903,wig,5.0,4.44,3.89,4.44,1.11
000730.png,746,puck,4.44,3.57,3.33,3.78,1.11
000936.png,972,cliff,5.0,3.89,4.38,4.42,1.11
000980.png,991,coral fungus,5.0,3.89,5.0,4.63,1.11
000496.png,477,carpenter's kit,4.38,3.33,4.44,4.05,1.11
000841.png,922,menu,1.67,1.11,0.56,1.11,1.11
000493.png,477,carpenter's kit,3.75,3.89,2.78,3.47,1.11
000166.png,144,pelican,4.44,3.33,4.44,4.07,1.11
000161.png,144,pelican,4.44,3.89,3.33,3.89,1.11
000824.png,919,street sign,5.0,3.89,3.89,4.26,1.11
000354.png,400,academic gown,3.89,5.0,3.89,4.26,1.11
000278.png,347,bison,5.0,3.89,4.44,4.44,1.11
000351.png,400,academic gown,3.89,5.0,4.44,4.44,1.11
000207.png,159,Rhodesian ridgeback,5.0,3.89,4.0,4.3,1.11
000147.png,118,Dungeness crab,1.11,0.0,0.0,0.37,1.11
000185.png,150,sea lion,5.0,5.0,3.89,4.63,1.11
000312.png,389,barracouta,4.44,3.89,3.33,3.89,1.11
000763.png,806,sock,5.0,3.89,3.89,4.26,1.11
000436.png,429,baseball,0.0,1.11,1.11,0.74,1.11
000440.png,432,bassoon,5.0,3.89,4.44,4.44,1.11
000498.png,477,carpenter's kit,4.38,3.89,5.0,4.42,1.11
000421.png,426,barometer,4.38,3.33,4.44,4.05,1.11
000136.png,116,chiton,4.29,5.0,3.89,4.39,1.11
000420.png,426,barometer,4.38,5.0,3.89,4.42,1.11
000135.png,116,chiton,4.29,5.0,3.89,4.39,1.11
000672.png,645,maypole,5.0,5.0,3.89,4.63,1.11
000390.png,415,bakery,5.0,4.29,3.89,4.39,1.11
000138.png,116,chiton,4.38,5.0,3.89,4.42,1.11
000497.png,477,carpenter's kit,3.57,2.78,3.89,3.41,1.11
000558.png,535,disk brake,1.43,1.11,2.22,1.59,1.11
000366.png,405,airship,4.38,5.0,3.89,4.42,1.11
000695.png,679,necklace,3.33,2.78,2.22,2.78,1.11
000471.png,453,bookcase,3.89,3.33,2.78,3.33,1.11
000768.png,806,sock,5.0,5.0,3.89,4.63,1.11
000983.png,991,coral fungus,5.0,3.89,5.0,4.63,1.11
000986.png,991,coral fungus,4.44,3.89,5.0,4.44,1.11
000058.png,39,common iguana,5.0,3.89,5.0,4.63,1.11
000895.png,960,chocolate sauce,5.0,3.89,5.0,4.63,1.11
000480.png,461,breastplate,5.0,3.89,4.44,4.44,1.11
000476.png,453,bookcase,3.89,3.75,2.78,3.47,1.11
000484.png,461,breastplate,3.89,2.78,3.89,3.52,1.11
000488.png,461,breastplate,2.78,2.22,3.33,2.78,1.11
000550.png,535,disk brake,2.22,1.11,1.67,1.67,1.11
000418.png,421,bannister,4.29,5.0,3.89,4.39,1.11
000585.png,575,golfcart,5.0,5.0,3.89,4.63,1.11
000589.png,575,golfcart,4.38,5.0,3.89,4.42,1.11
000554.png,535,disk brake,4.29,5.0,3.89,4.39,1.11
000584.png,575,golfcart,5.0,3.89,4.44,4.44,1.11
000457.png,443,bib,4.38,5.0,3.89,4.42,1.11
000466.png,446,binder,4.29,5.0,3.89,4.39,1.11
000473.png,453,bookcase,2.22,2.78,3.33,2.78,1.11
000540.png,529,diaper,4.17,4.44,3.33,3.98,1.11
000903.png,962,meat loaf,5.0,4.38,3.89,4.42,1.11
000899.png,960,chocolate sauce,5.0,3.89,5.0,4.63,1.11
000426.png,426,barometer,4.38,5.0,3.89,4.42,1.11
000422.png,426,barometer,4.38,5.0,3.89,4.42,1.11
000430.png,429,baseball,5.0,5.0,3.89,4.63,1.11
000432.png,429,baseball,5.0,5.0,3.89,4.63,1.11
000521.png,488,chain,4.44,5.0,3.89,4.44,1.11
000427.png,426,barometer,4.38,5.0,3.89,4.42,1.11
000522.png,488,chain,1.67,0.56,1.67,1.3,1.11
000433.png,429,baseball,5.0,4.38,3.89,4.42,1.11
000538.png,499,cleaver,0.0,1.11,0.0,0.37,1.11
000527.png,488,chain,2.78,1.67,2.78,2.41,1.11
000639.png,626,lighter,5.0,5.0,3.89,4.63,1.11
000525.png,488,chain,1.67,0.56,0.56,0.93,1.11
000632.png,626,lighter,5.0,3.89,4.44,4.44,1.11
000670.png,645,maypole,5.0,4.44,3.89,4.44,1.11
000582.png,575,golfcart,5.0,5.0,3.89,4.63,1.11
000483.png,461,breastplate,0.0,1.11,0.0,0.37,1.11
000245.png,330,wood rabbit,3.57,2.5,3.12,3.06,1.07
000049.png,35,mud turtle,4.38,3.57,3.33,3.76,1.05
000643.png,632,loudspeaker,3.75,4.38,3.33,3.82,1.05
000507.png,479,car wheel,3.89,4.38,3.33,3.87,1.05
000158.png,129,spoonbill,4.38,4.17,3.33,3.96,1.05
000834.png,920,traffic light,4.38,4.38,3.33,4.03,1.05
000289.png,356,weasel,4.38,4.29,3.33,4.0,1.05
000972.png,985,daisy,3.33,3.89,2.86,3.36,1.03
000678.png,645,maypole,3.89,3.89,2.86,3.55,1.03
000965.png,983,scuba diver,5.0,4.0,4.29,4.43,1.0
000045.png,35,mud turtle,5.0,5.0,4.0,4.67,1.0
000034.png,25,European fire salamander,4.0,3.57,3.0,3.52,1.0
000032.png,25,European fire salamander,4.0,5.0,4.0,4.33,1.0
000728.png,743,prison,0.0,1.0,0.0,0.33,1.0
000157.png,129,spoonbill,5.0,5.0,4.0,4.67,1.0
000317.png,389,barracouta,4.0,4.0,5.0,4.33,1.0
000251.png,333,hamster,5.0,5.0,4.0,4.67,1.0
000271.png,347,bison,5.0,5.0,4.0,4.67,1.0
000303.png,370,guenon,4.5,4.38,3.5,4.13,1.0
000754.png,756,rain barrel,4.44,5.0,4.0,4.48,1.0
000307.png,370,guenon,4.17,4.0,5.0,4.39,1.0
000116.png,97,drake,5.0,5.0,4.0,4.67,1.0
000621.png,606,iron,5.0,5.0,4.0,4.67,1.0
000117.png,97,drake,5.0,4.17,4.0,4.39,1.0
000098.png,64,green mamba,5.0,5.0,4.0,4.67,1.0
000629.png,606,iron,5.0,5.0,4.0,4.67,1.0
000073.png,51,triceratops,4.0,5.0,4.0,4.33,1.0
000088.png,52,thunder snake,5.0,4.29,4.0,4.43,1.0
000930.png,972,cliff,5.0,4.0,5.0,4.67,1.0
000020.png,10,brambling,4.0,5.0,4.38,4.46,1.0
