image_name,class_id,class_name,User_1_alignment,User_2_alignment,User_3_alignment,User_1_artifact,User_2_artifact,User_3_artifact,alignment_max-min,artifact_max-min
000786.png,819,stage,5,4.29,2.22,5,4,5,2.78,1
000787.png,819,stage,5,1.11,0.56,2,2,3,4.44,1
000788.png,819,stage,4.17,1.67,1.11,2,2,3,3.06,1
000797.png,836,sunglass,5,2.86,1.11,3,3,2,3.89,1
000798.png,836,sunglass,5,2.14,1.11,4,3,2,3.89,2
000800.png,903,wig,5,2.78,3.33,4,3,3,2.22,1
000801.png,903,wig,5,0,2.78,3,1,4,5,3
000802.png,903,wig,5,2.22,1.67,4,4,5,3.33,1
000803.png,903,wig,5,4.44,2.78,5,5,4,2.22,1
000804.png,903,wig,5,5,2.78,5,5,5,2.22,0
000805.png,903,wig,5,5,2.22,5,5,5,2.78,0
000806.png,903,wig,5,1.67,3.33,4,4,3,3.33,1
000807.png,903,wig,5,1.67,5,2,2,2,3.33,0
000808.png,903,wig,5,0.56,2.22,2,3,2,4.44,1
000810.png,917,comic book,5,1.11,1.11,3,3,3,3.89,0
000811.png,917,comic book,5,1.67,2.78,4,4,3,3.33,1
000813.png,917,comic book,5,1.11,1.67,4,4,2,3.89,2
000814.png,917,comic book,5,0.56,0.56,4,2,1,4.44,3
000816.png,917,comic book,5,1.11,2.78,4,3,4,3.89,1
000817.png,917,comic book,5,4.44,2.22,5,5,5,2.78,0
000818.png,917,comic book,2.5,0,5,3,1,1,5,2
000819.png,917,comic book,5,3.57,2.22,4,5,5,2.78,1
000820.png,919,street sign,5,2.22,2.78,4,3,3,2.78,1
000821.png,919,street sign,0,5,2.78,4,5,5,5,1
000822.png,919,street sign,5,2.22,2.22,4,3,5,2.78,2
000823.png,919,street sign,5,2.22,2.78,4,3,3,2.78,1
000827.png,919,street sign,5,1.67,1.67,4,3,2,3.33,2
000828.png,919,street sign,0,3.33,1.11,4,4,3,3.33,1
000832.png,920,traffic light,5,3.89,2.78,5,5,4,2.22,1
000833.png,920,traffic light,5,2.22,2.78,3,3,3,2.78,0
000835.png,920,traffic light,0.56,0.56,0,1,3,0,0.56,3
000836.png,920,traffic light,5,2.22,0,4,3,4,5,1
000837.png,920,traffic light,5,3.33,0,2,4,3,5,2
000838.png,920,traffic light,5,0.56,0,4,3,4,5,1
000839.png,920,traffic light,5,2.78,3.89,4,3,5,2.22,2
000841.png,922,menu,1.67,1.11,0.56,2,3,4,1.11,2
000842.png,922,menu,5,1.67,1.11,4,4,4,3.89,0
000843.png,922,menu,2.22,1.11,0.56,3,5,5,1.66,2
000846.png,922,menu,3.89,2.78,0.56,4,4,4,3.33,0
000848.png,922,menu,3.33,0,2,4,3,3,3.33,1
000851.png,928,ice cream,5,3.33,1.67,4,4,4,3.33,0
000853.png,928,ice cream,5,3.75,0.56,4,4,4,4.44,0
000854.png,928,ice cream,5,5,1.67,5,5,5,3.33,0
000855.png,928,ice cream,5,5,2.22,5,5,5,2.78,0
000857.png,928,ice cream,4.44,5,0,4,4,2,5,2
000859.png,928,ice cream,0,2.5,0,4,4,3,2.5,1
000860.png,931,bagel,5,5,2.78,5,5,5,2.22,0
000861.png,931,bagel,4.38,5,2.78,5,4,5,2.22,1
000862.png,931,bagel,5,5,0,5,5,5,5,0
000864.png,931,bagel,4.38,4.29,0,4,4,2,4.38,2
000867.png,931,bagel,4.44,5,0.56,5,5,4,4.44,1
000868.png,931,bagel,4.38,4.38,0,4,4,3,4.38,1
000869.png,931,bagel,5,4.38,0,4,4,5,5,1
000870.png,943,cucumber,5,1.11,1.67,4,4,4,3.89,0
000871.png,943,cucumber,5,4,2.78,3,4,3,2.22,1
000872.png,943,cucumber,5,4,2.22,5,5,5,2.78,0
000873.png,943,cucumber,5,3.75,0,4,3,2,5,2
000874.png,943,cucumber,5,2.5,0.56,4,3,4,4.44,1
000875.png,943,cucumber,5,5,2.78,5,5,5,2.22,0
000876.png,943,cucumber,5,5,1.67,4,4,5,3.33,1
000877.png,943,cucumber,3,2,0,5,4,5,3,1
000878.png,943,cucumber,5,1,1.67,4,3,5,4,2
000879.png,943,cucumber,5,5,2.22,5,5,5,2.78,0
000882.png,952,fig,5,4.29,0,4,4,5,5,1
000883.png,952,fig,5,5,2.22,5,5,5,2.78,0
000884.png,952,fig,5,2.22,0.56,3,3,4,4.44,1
000888.png,952,fig,1.88,0.83,0,4,3,2,1.88,2
000889.png,952,fig,5,2.5,3.33,5,3,4,2.5,2
000893.png,960,chocolate sauce,5,5,5,5,4,3,0,2
000894.png,960,chocolate sauce,5,0.56,0.56,5,5,5,4.44,0
000900.png,962,meat loaf,5,3.75,0,5,4,1,5,4
000902.png,962,meat loaf,0,2.22,0,5,5,0,2.22,5
000904.png,962,meat loaf,5,4.38,0,4,5,2,5,3
000905.png,962,meat loaf,0,1.88,0,4,5,0,1.88,5
000906.png,962,meat loaf,0,0.56,0,5,3,0,0.56,5
000907.png,962,meat loaf,5,3.33,0,5,4,1,5,4
000908.png,962,meat loaf,5,3.33,0,5,4,2,5,3
000921.png,971,bubble,4.44,0,5,3,3,2,5,1
000922.png,971,bubble,0,4.38,5,4,4,4,5,0
000924.png,971,bubble,3.33,0.56,0,4,4,0,3.33,4
000927.png,971,bubble,5,3.89,0,2,3,1,5,2
000931.png,972,cliff,3.12,5,0,5,5,0,5,5
000932.png,972,cliff,5,1.67,5,5,5,4,3.33,1
000934.png,972,cliff,5,1.67,5,3,3,3,3.33,0
000935.png,972,cliff,3.33,2.78,5,5,5,5,2.22,0
000937.png,972,cliff,5,2.22,1.88,5,4,3,3.12,2
000938.png,972,cliff,5,3.33,3.12,4,4,1,1.88,3
000939.png,972,cliff,5,3.33,4.38,5,3,4,1.67,2
000940.png,981,ballplayer,3.57,0.62,0.56,1,2,2,3.01,1
000943.png,981,ballplayer,3.33,0,2.14,2,2,2,3.33,0
000946.png,981,ballplayer,4.38,0,0.56,3,2,1,4.38,2
000947.png,981,ballplayer,3.75,0.56,0,2,2,1,3.75,1
000948.png,981,ballplayer,5,0.56,1.88,3,3,1,4.44,2
000951.png,982,groom,0,0,0,2,3,1,0,2
000953.png,982,groom,5,1.11,2.5,2,3,2,3.89,1
000954.png,982,groom,5,1.11,1.67,3,3,1,3.89,2
000957.png,982,groom,2.5,1.25,1.88,2,3,1,1.25,2
000960.png,983,scuba diver,5,3.12,5,5,4,3,1.88,2
000962.png,983,scuba diver,5,2.5,4.38,4,3,4,2.5,1
000964.png,983,scuba diver,1.67,5,0,5,5,0,5,5
000968.png,983,scuba diver,5,1.11,5,3,3,4,3.89,1
000969.png,983,scuba diver,5,0,0,1,2,0,5,2
000974.png,985,daisy,2,3,3.57,5,5,3,1.57,2
000975.png,985,daisy,0,3,0,5,5,3,3,2
000979.png,985,daisy,5,5,3.57,5,5,3,1.43,2
000981.png,991,coral fungus,1.25,1.67,0,4,3,0,1.67,4
000982.png,991,coral fungus,5,2.22,4.44,5,3,4,2.78,2
000990.png,999,toilet tissue,1.67,0,0,4,2,0,1.67,4
000991.png,999,toilet tissue,5,0,0,5,3,1,5,4
000992.png,999,toilet tissue,5,2.22,0,4,3,0,5,4
000993.png,999,toilet tissue,2.78,5,1.11,5,5,1,3.89,4
000995.png,999,toilet tissue,1.67,0,0,4,5,0,1.67,5
000996.png,999,toilet tissue,2.5,5,4.44,5,5,5,2.5,0
000999.png,999,toilet tissue,5,3.57,3.89,4,5,3,1.43,2
