image_name,class_id,class_name,User_1_artifact,User_2_artifact,User_3_artifact,artifact_mean,artifact_max-min
000690.png,679,necklace,4,3,3,3.33,1
000688.png,654,minibus,5,4,5,4.67,1
000687.png,654,minibus,4,3,4,3.67,1
000725.png,743,prison,4,4,5,4.33,1
000723.png,743,prison,4,5,5,4.67,1
000722.png,743,prison,5,4,5,4.67,1
000721.png,743,prison,4,5,5,4.67,1
000720.png,743,prison,5,4,4,4.33,1
000716.png,730,plow,3,2,3,2.67,1
000713.png,730,plow,4,5,5,4.67,1
000712.png,730,plow,3,2,2,2.33,1
000710.png,730,plow,4,3,3,3.33,1
000708.png,687,organ,4,4,5,4.33,1
000705.png,687,organ,4,5,5,4.67,1
000161.png,144,pelican,4,4,3,3.67,1
000159.png,129,spoonbill,4,4,5,4.33,1
000158.png,129,spoonbill,3,4,3,3.33,1
000156.png,129,spoonbill,5,4,5,4.67,1
000154.png,129,spoonbill,4,4,5,4.33,1
000748.png,755,radio telescope,5,5,4,4.67,1
000740.png,755,radio telescope,4,4,5,4.33,1
000139.png,116,chiton,4,3,4,3.67,1
000136.png,116,chiton,5,4,5,4.67,1
000134.png,116,chiton,4,5,4,4.33,1
000131.png,116,chiton,4,5,5,4.67,1
000128.png,106,wombat,5,4,5,4.67,1
000127.png,106,wombat,4,5,4,4.33,1
000125.png,106,wombat,3,2,2,2.33,1
000124.png,106,wombat,5,5,4,4.67,1
000123.png,106,wombat,5,5,4,4.67,1
000121.png,106,wombat,5,4,4,4.33,1
000735.png,746,puck,5,4,5,4.67,1
000731.png,746,puck,4,5,4,4.33,1
000730.png,746,puck,4,4,5,4.33,1
000727.png,743,prison,1,1,0,0.67,1
000780.png,819,stage,2,3,3,2.67,1
000779.png,810,space bar,4,3,4,3.67,1
000778.png,810,space bar,5,5,4,4.67,1
000775.png,810,space bar,1,1,0,0.67,1
000772.png,810,space bar,2,2,3,2.33,1
000771.png,810,space bar,3,3,4,3.33,1
000770.png,810,space bar,5,4,4,4.33,1
000769.png,806,sock,2,3,3,2.67,1
000768.png,806,sock,4,5,5,4.67,1
000767.png,806,sock,3,2,3,2.67,1
000766.png,806,sock,4,5,5,4.67,1
000763.png,806,sock,2,2,3,2.33,1
000761.png,806,sock,4,5,5,4.67,1
000756.png,756,rain barrel,4,4,5,4.33,1
000754.png,756,rain barrel,5,5,4,4.67,1
000749.png,755,radio telescope,5,4,5,4.67,1
000118.png,97,drake,4,5,5,4.67,1
000117.png,97,drake,5,5,4,4.67,1
000116.png,97,drake,4,4,5,4.33,1
000115.png,97,drake,4,4,3,3.67,1
000114.png,97,drake,4,4,5,4.33,1
000113.png,97,drake,4,5,4,4.33,1
000111.png,97,drake,5,4,4,4.33,1
000109.png,80,black grouse,4,5,4,4.33,1
000107.png,80,black grouse,4,4,3,3.67,1
000104.png,80,black grouse,5,5,4,4.67,1
000102.png,80,black grouse,5,4,4,4.33,1
000101.png,80,black grouse,4,3,4,3.67,1
000787.png,819,stage,2,2,3,2.33,1
000786.png,819,stage,5,4,5,4.67,1
000785.png,819,stage,4,5,5,4.67,1
000783.png,819,stage,4,3,4,3.67,1
000821.png,919,street sign,4,5,5,4.67,1
000820.png,919,street sign,4,3,3,3.33,1
000819.png,917,comic book,4,5,5,4.67,1
000816.png,917,comic book,4,3,4,3.67,1
000815.png,917,comic book,5,4,5,4.67,1
000811.png,917,comic book,4,4,3,3.67,1
000808.png,903,wig,2,3,2,2.33,1
000806.png,903,wig,4,4,3,3.67,1
000803.png,903,wig,5,5,4,4.67,1
000802.png,903,wig,4,4,5,4.33,1
000800.png,903,wig,4,3,3,3.33,1
000797.png,836,sunglass,3,3,2,2.67,1
000794.png,836,sunglass,5,4,4,4.33,1
000789.png,819,stage,1,1,2,1.33,1
000788.png,819,stage,2,2,3,2.33,1
000119.png,97,drake,5,4,5,4.67,1
000098.png,64,green mamba,4,3,4,3.67,1
000097.png,64,green mamba,5,4,4,4.33,1
000095.png,64,green mamba,5,4,5,4.67,1
000093.png,64,green mamba,5,4,5,4.67,1
000092.png,64,green mamba,4,3,3,3.33,1
000090.png,64,green mamba,4,4,3,3.67,1
000086.png,52,thunder snake,5,5,4,4.67,1
000085.png,52,thunder snake,5,5,4,4.67,1
000838.png,920,traffic light,4,3,4,3.67,1
000836.png,920,traffic light,4,3,4,3.67,1
000832.png,920,traffic light,5,5,4,4.67,1
000831.png,920,traffic light,5,4,4,4.33,1
000830.png,920,traffic light,4,4,5,4.33,1
000828.png,919,street sign,4,4,3,3.67,1
000825.png,919,street sign,4,5,4,4.33,1
000823.png,919,street sign,4,3,3,3.33,1
000880.png,952,fig,5,5,4,4.67,1
000877.png,943,cucumber,5,4,5,4.67,1
000876.png,943,cucumber,4,4,5,4.33,1
000874.png,943,cucumber,4,3,4,3.67,1
000871.png,943,cucumber,3,4,3,3.33,1
000869.png,931,bagel,4,4,5,4.33,1
000868.png,931,bagel,4,4,3,3.67,1
000867.png,931,bagel,5,5,4,4.67,1
000863.png,931,bagel,4,3,4,3.67,1
000861.png,931,bagel,5,4,5,4.67,1
000859.png,928,ice cream,4,4,3,3.67,1
000852.png,928,ice cream,4,5,5,4.67,1
000850.png,928,ice cream,4,5,4,4.33,1
000849.png,922,menu,4,4,5,4.33,1
000848.png,922,menu,4,3,3,3.33,1
000840.png,922,menu,4,5,4,4.33,1
000898.png,960,chocolate sauce,4,5,5,4.67,1
000081.png,52,thunder snake,4,5,4,4.33,1
000080.png,52,thunder snake,4,4,5,4.33,1
000074.png,51,triceratops,5,5,4,4.67,1
000072.png,51,triceratops,4,5,4,4.33,1
000069.png,49,African crocodile,3,3,4,3.33,1
000068.png,49,African crocodile,3,4,3,3.33,1
000067.png,49,African crocodile,4,5,5,4.67,1
000061.png,49,African crocodile,5,4,5,4.67,1
000060.png,49,African crocodile,5,4,5,4.67,1
000897.png,960,chocolate sauce,5,5,4,4.67,1
000896.png,960,chocolate sauce,4,4,3,3.67,1
000895.png,960,chocolate sauce,5,5,4,4.67,1
000886.png,952,fig,5,4,5,4.67,1
000884.png,952,fig,3,3,4,3.33,1
000882.png,952,fig,4,4,5,4.33,1
000933.png,972,cliff,5,5,4,4.67,1
000932.png,972,cliff,5,5,4,4.67,1
000058.png,39,common iguana,4,4,5,4.33,1
000053.png,39,common iguana,4,3,4,3.67,1
000050.png,39,common iguana,4,4,5,4.33,1
000049.png,35,mud turtle,3,3,2,2.67,1
000048.png,35,mud turtle,4,4,3,3.67,1
000047.png,35,mud turtle,3,4,4,3.67,1
000046.png,35,mud turtle,5,5,4,4.67,1
000043.png,35,mud turtle,4,5,4,4.33,1
000930.png,972,cliff,5,4,4,4.33,1
000929.png,971,bubble,5,5,4,4.67,1
000923.png,971,bubble,5,5,4,4.67,1
000921.png,971,bubble,3,3,2,2.67,1
000909.png,962,meat loaf,5,4,4,4.33,1
000899.png,960,chocolate sauce,5,5,4,4.67,1
000013.png,7,cock,5,4,4,4.33,1
000998.png,999,toilet tissue,5,5,4,4.67,1
000997.png,999,toilet tissue,5,4,5,4.67,1
000968.png,983,scuba diver,3,3,4,3.33,1
000967.png,983,scuba diver,5,5,4,4.67,1
000966.png,983,scuba diver,4,5,4,4.33,1
000965.png,983,scuba diver,4,3,4,3.67,1
000962.png,983,scuba diver,4,3,4,3.67,1
000958.png,982,groom,5,5,4,4.67,1
000956.png,982,groom,2,3,3,2.67,1
000955.png,982,groom,5,4,4,4.33,1
000953.png,982,groom,2,3,2,2.33,1
000952.png,982,groom,5,5,4,4.67,1
000040.png,35,mud turtle,4,4,5,4.33,1
000038.png,25,European fire salamander,5,4,5,4.67,1
000037.png,25,European fire salamander,3,2,3,2.67,1
000351.png,400,academic gown,4,5,5,4.67,1
000349.png,396,lionfish,5,4,5,4.67,1
000346.png,396,lionfish,3,3,4,3.33,1
000343.png,396,lionfish,5,5,4,4.67,1
000341.png,396,lionfish,5,5,4,4.67,1
000986.png,991,coral fungus,5,5,4,4.67,1
000983.png,991,coral fungus,5,4,5,4.67,1
000980.png,991,coral fungus,5,4,5,4.67,1
000978.png,985,daisy,5,4,5,4.67,1
000977.png,985,daisy,5,4,4,4.33,1
000972.png,985,daisy,5,5,4,4.67,1
000022.png,10,brambling,3,3,4,3.33,1
000019.png,7,cock,4,4,3,3.67,1
000016.png,7,cock,4,4,3,3.67,1
000015.png,7,cock,4,3,3,3.33,1
000014.png,7,cock,5,5,4,4.67,1
