run,img_id,sys_alignment,sys_authenticity,cl_alignment,cl_authenticity,cl_total
output_flux2_dev_800_1,398,4.38,4.2,4.38,4.0,17.52
output_flux2_dev_800_1,399,5.0,4.9,5.0,5.0,25.0
output_flux2_dev_800_1,400,3.75,3.8,3.75,4.0,15.0
output_flux2_dev_800_1,401,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,402,3.75,4.5,3.75,4.0,15.0
output_flux2_dev_800_1,403,5.0,4.9,5.0,5.0,25.0
output_flux2_dev_800_1,404,2.81,4.5,4.38,4.0,17.52
output_flux2_dev_800_1,405,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,406,2.86,4.9,3.57,5.0,17.85
output_flux2_dev_800_1,407,4.44,2.5,4.44,2.0,8.88
output_flux2_dev_800_1,408,3.89,3.8,4.44,4.0,17.76
output_flux2_dev_800_1,409,3.57,3.2,3.57,3.0,10.71
output_flux2_dev_800_1,410,5.0,4.0,5.0,4.0,20.0
output_flux2_dev_800_1,411,3.69,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,412,3.75,2.5,3.75,2.0,7.5
output_flux2_dev_800_1,413,3.75,3.5,3.75,4.0,15.0
output_flux2_dev_800_1,414,5.0,3.8,5.0,4.0,20.0
output_flux2_dev_800_1,415,5.0,4.7,5.0,5.0,25.0
output_flux2_dev_800_1,416,3.33,4.2,3.33,4.0,13.32
output_flux2_dev_800_1,417,3.57,4.2,4.29,4.0,17.16
output_flux2_dev_800_1,418,4.33,4.5,4.44,4.0,17.76
output_flux2_dev_800_1,419,3.75,2.8,3.75,3.0,11.25
output_flux2_dev_800_1,420,3.75,4.2,3.75,4.0,15.0
output_flux2_dev_800_1,421,3.71,3.2,4.29,3.0,12.87
output_flux2_dev_800_1,422,3.57,4.8,3.57,5.0,17.85
output_flux2_dev_800_1,423,2.78,4.8,4.44,5.0,22.2
output_flux2_dev_800_1,424,5.0,3.8,5.0,4.0,20.0
output_flux2_dev_800_1,425,4.22,4.1,4.38,4.0,17.52
output_flux2_dev_800_1,426,3.57,4.8,3.57,5.0,17.85
output_flux2_dev_800_1,427,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,428,3.89,4.2,3.89,4.0,15.56
output_flux2_dev_800_1,429,3.31,4.2,3.75,4.0,15.0
output_flux2_dev_800_1,430,4.38,4.6,4.38,5.0,21.9
output_flux2_dev_800_1,431,5.0,4.6,5.0,5.0,25.0
output_flux2_dev_800_1,432,2.56,4.2,4.38,4.0,17.52
output_flux2_dev_800_1,433,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,434,5.0,3.2,5.0,3.0,15.0
output_flux2_dev_800_1,435,4.44,3.2,4.44,3.0,13.32
output_flux2_dev_800_1,436,5.0,3.8,5.0,4.0,20.0
output_flux2_dev_800_1,437,5.0,2.5,5.0,2.0,10.0
output_flux2_dev_800_1,438,3.59,2.5,3.57,2.0,7.14
output_flux2_dev_800_1,439,3.0,4.2,3.0,4.0,12.0
output_flux2_dev_800_1,440,3.89,4.2,3.89,4.0,15.56
output_flux2_dev_800_1,441,5.0,3.8,5.0,4.0,20.0
output_flux2_dev_800_1,442,3.67,3.5,3.89,4.0,15.56
output_flux2_dev_800_1,443,3.5,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,444,4.29,3.0,4.29,3.0,12.87
output_flux2_dev_800_1,445,4.38,4.3,4.38,4.0,17.52
output_flux2_dev_800_1,446,4.38,4.2,4.38,4.0,17.52
output_flux2_dev_800_1,447,5.0,3.5,5.0,4.0,20.0
output_flux2_dev_800_1,448,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_1,449,3.75,3.8,3.75,4.0,15.0
output_flux2_dev_800_1,450,3.75,3.8,3.75,4.0,15.0
output_flux2_dev_800_1,451,4.38,3.2,4.38,3.0,13.14
output_flux2_dev_800_1,452,5.0,4.7,5.0,5.0,25.0
output_flux2_dev_800_1,453,4.38,3.8,4.38,4.0,17.52
output_flux2_dev_800_1,454,4.38,3.8,4.38,4.0,17.52
output_flux2_dev_800_1,455,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_1,456,4.38,3.8,4.38,4.0,17.52
output_flux2_dev_800_1,457,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,458,2.86,2.5,2.86,2.0,5.72
output_flux2_dev_800_1,459,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,460,4.89,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,461,3.33,4.2,3.33,4.0,13.32
output_flux2_dev_800_1,462,3.75,4.2,3.75,4.0,15.0
output_flux2_dev_800_1,463,3.75,4.9,3.75,5.0,18.75
output_flux2_dev_800_1,464,1.78,3.5,3.75,4.0,15.0
output_flux2_dev_800_1,465,2.5,2.0,2.5,2.0,5.0
output_flux2_dev_800_1,466,4.06,3.5,4.38,4.0,17.52
output_flux2_dev_800_1,467,4.44,3.5,4.44,4.0,17.76
output_flux2_dev_800_1,468,0.93,2.8,2.86,3.0,8.58
output_flux2_dev_800_1,469,4.29,2.5,4.29,2.0,8.58
output_flux2_dev_800_1,470,4.38,3.8,4.38,4.0,17.52
output_flux2_dev_800_1,471,4.38,4.2,4.38,4.0,17.52
output_flux2_dev_800_1,472,4.19,4.2,4.38,4.0,17.52
output_flux2_dev_800_1,473,2.86,4.2,2.86,4.0,11.44
output_flux2_dev_800_1,474,4.38,3.2,4.38,3.0,13.14
output_flux2_dev_800_1,475,3.56,3.2,3.75,3.0,11.25
output_flux2_dev_800_1,476,3.89,2.8,3.89,3.0,11.67
output_flux2_dev_800_1,477,4.38,4.2,4.38,4.0,17.52
output_flux2_dev_800_1,478,3.57,2.0,3.57,2.0,7.14
output_flux2_dev_800_1,479,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,480,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_1,481,3.57,2.0,3.57,2.0,7.14
output_flux2_dev_800_1,482,3.44,3.9,3.89,4.0,15.56
output_flux2_dev_800_1,483,3.97,2.5,4.38,2.0,8.76
output_flux2_dev_800_1,484,5.0,4.7,5.0,5.0,25.0
output_flux2_dev_800_1,485,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,486,5.0,3.2,5.0,3.0,15.0
output_flux2_dev_800_1,487,5.0,3.8,5.0,4.0,20.0
output_flux2_dev_800_1,488,4.5,2.8,5.0,3.0,15.0
output_flux2_dev_800_1,489,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,490,3.0,3.2,5.0,3.0,15.0
output_flux2_dev_800_1,491,4.44,5.0,4.44,5.0,22.2
output_flux2_dev_800_1,492,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,493,5.0,4.9,5.0,5.0,25.0
output_flux2_dev_800_1,494,2.86,2.0,2.86,2.0,5.72
output_flux2_dev_800_1,495,3.75,4.8,3.75,5.0,18.75
output_flux2_dev_800_1,496,3.33,4.9,3.33,5.0,16.65
output_flux2_dev_800_1,497,3.33,4.2,3.89,4.0,15.56
output_flux2_dev_800_1,498,3.62,3.2,3.75,3.0,11.25
output_flux2_dev_800_1,499,4.38,4.2,4.38,4.0,17.52
output_flux2_dev_800_1,500,3.89,4.0,3.89,4.0,15.56
output_flux2_dev_800_1,501,4.38,4.3,4.38,4.0,17.52
output_flux2_dev_800_1,502,3.24,2.5,3.33,2.0,6.66
output_flux2_dev_800_1,503,4.44,4.0,4.44,4.0,17.76
output_flux2_dev_800_1,504,4.44,3.5,4.44,4.0,17.76
output_flux2_dev_800_1,505,4.44,3.5,4.44,4.0,17.76
output_flux2_dev_800_1,506,3.89,4.2,3.89,4.0,15.56
output_flux2_dev_800_1,507,2.0,2.8,4.38,3.0,13.14
output_flux2_dev_800_1,508,4.5,3.8,4.5,4.0,18.0
output_flux2_dev_800_1,509,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,511,3.06,2.5,3.89,2.0,7.78
output_flux2_dev_800_1,512,3.2,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,513,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,514,4.83,2.5,4.44,2.0,8.88
output_flux2_dev_800_1,515,5.0,4.7,5.0,5.0,25.0
output_flux2_dev_800_1,516,4.44,2.8,4.44,3.0,13.32
output_flux2_dev_800_1,517,5.0,4.9,5.0,5.0,25.0
output_flux2_dev_800_1,518,4.44,3.8,4.44,4.0,17.76
output_flux2_dev_800_1,519,5.0,3.2,5.0,3.0,15.0
output_flux2_dev_800_1,520,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,521,4.38,5.0,4.38,5.0,21.9
output_flux2_dev_800_1,522,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,523,4.25,3.5,5.0,4.0,20.0
output_flux2_dev_800_1,524,4.5,4.8,4.5,5.0,22.5
output_flux2_dev_800_1,525,3.75,3.5,3.75,4.0,15.0
output_flux2_dev_800_1,526,5.0,4.8,5.0,5.0,25.0
output_flux2_dev_800_1,527,3.75,3.8,3.75,4.0,15.0
output_flux2_dev_800_1,528,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,529,3.89,3.2,3.89,3.0,11.67
output_flux2_dev_800_1,530,1.25,4.2,4.38,4.0,17.52
output_flux2_dev_800_1,531,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,532,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,533,5.0,3.8,5.0,4.0,20.0
output_flux2_dev_800_1,534,3.75,4.2,3.75,4.0,15.0
output_flux2_dev_800_1,535,2.22,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,536,0.0,0.0,3.75,0.0,0.0
output_flux2_dev_800_1,537,5.0,4.95,5.0,5.0,25.0
output_flux2_dev_800_1,538,4.0,4.8,4.0,5.0,20.0
output_flux2_dev_800_1,539,3.12,2.8,3.12,3.0,9.36
output_flux2_dev_800_1,540,3.89,4.2,3.89,4.0,15.56
output_flux2_dev_800_1,541,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,542,4.44,2.0,4.44,2.0,8.88
output_flux2_dev_800_1,543,2.88,3.2,3.75,3.0,11.25
output_flux2_dev_800_1,544,4.5,3.2,4.5,3.0,13.5
output_flux2_dev_800_1,545,4.44,3.2,4.44,3.0,13.32
output_flux2_dev_800_1,546,3.38,3.2,5.0,3.0,15.0
output_flux2_dev_800_1,547,3.33,4.2,3.33,4.0,13.32
output_flux2_dev_800_1,548,3.89,4.9,3.89,5.0,19.45
output_flux2_dev_800_1,549,5.0,4.9,5.0,5.0,25.0
output_flux2_dev_800_1,550,4.38,4.3,4.38,4.0,17.52
output_flux2_dev_800_1,551,4.44,3.8,4.44,4.0,17.76
output_flux2_dev_800_1,552,5.0,3.8,5.0,4.0,20.0
output_flux2_dev_800_1,553,4.44,4.6,4.44,5.0,22.2
output_flux2_dev_800_1,554,4.44,3.2,4.44,3.0,13.32
output_flux2_dev_800_1,555,4.38,3.2,4.38,3.0,13.14
output_flux2_dev_800_1,556,4.44,3.2,4.44,3.0,13.32
output_flux2_dev_800_1,557,3.33,3.2,3.33,3.0,9.99
output_flux2_dev_800_1,558,4.5,5.0,4.5,5.0,22.5
output_flux2_dev_800_1,559,4.5,3.8,4.5,4.0,18.0
output_flux2_dev_800_1,560,3.33,3.2,3.33,3.0,9.99
output_flux2_dev_800_1,561,4.5,4.9,5.0,5.0,25.0
output_flux2_dev_800_1,562,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,563,4.38,2.0,4.38,2.0,8.76
output_flux2_dev_800_1,564,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,565,4.55,4.2,4.55,4.0,18.2
output_flux2_dev_800_1,566,3.75,3.2,3.75,3.0,11.25
output_flux2_dev_800_1,567,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_1,568,3.89,3.2,3.89,3.0,11.67
output_flux2_dev_800_1,569,1.89,2.3,2.22,2.0,4.44
output_flux2_dev_800_1,570,4.44,3.8,4.44,4.0,17.76
output_flux2_dev_800_1,571,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_1,572,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,573,5.0,4.6,5.0,5.0,25.0
output_flux2_dev_800_1,574,5.0,4.5,5.0,4.0,20.0
output_flux2_dev_800_1,575,5.0,4.9,5.0,5.0,25.0
output_flux2_dev_800_1,576,4.44,3.5,4.44,4.0,17.76
output_flux2_dev_800_1,577,3.85,3.2,4.5,3.0,13.5
output_flux2_dev_800_1,578,4.33,4.0,4.44,4.0,17.76
output_flux2_dev_800_1,579,5.0,4.9,5.0,5.0,25.0
output_flux2_dev_800_1,580,3.28,3.8,3.89,4.0,15.56
output_flux2_dev_800_1,581,4.0,3.8,4.0,4.0,16.0
output_flux2_dev_800_1,582,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,583,4.59,3.2,3.75,3.0,11.25
output_flux2_dev_800_1,584,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,585,3.89,2.0,3.89,2.0,7.78
output_flux2_dev_800_1,586,4.38,4.8,4.38,5.0,21.9
output_flux2_dev_800_1,587,5.0,2.5,5.0,2.0,10.0
output_flux2_dev_800_1,588,3.22,4.9,5.0,5.0,25.0
output_flux2_dev_800_1,589,3.39,3.0,4.44,3.0,13.32
output_flux2_dev_800_1,590,2.78,3.5,3.33,4.0,13.32
output_flux2_dev_800_1,591,3.5,2.0,4.38,2.0,8.76
output_flux2_dev_800_1,592,3.33,2.7,5.0,3.0,15.0
output_flux2_dev_800_1,593,4.44,3.2,4.44,3.0,13.32
output_flux2_dev_800_1,594,4.5,3.8,4.5,4.0,18.0
output_flux2_dev_800_1,595,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,596,4.5,3.8,4.5,4.0,18.0
output_flux2_dev_800_1,597,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,598,4.38,3.2,4.38,3.0,13.14
output_flux2_dev_800_1,599,1.88,2.5,3.12,2.0,6.24
output_flux2_dev_800_1,600,4.0,3.8,4.0,4.0,16.0
output_flux2_dev_800_1,601,3.89,3.5,3.89,4.0,15.56
output_flux2_dev_800_1,602,3.33,2.5,3.33,2.0,6.66
output_flux2_dev_800_1,603,3.93,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,604,3.5,3.2,3.5,3.0,10.5
output_flux2_dev_800_1,605,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,606,4.0,3.5,4.0,4.0,16.0
output_flux2_dev_800_1,607,4.5,4.3,4.5,4.0,18.0
output_flux2_dev_800_1,608,4.87,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,609,3.78,2.5,5.0,2.0,10.0
output_flux2_dev_800_1,610,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,611,1.67,4.2,1.67,4.0,6.68
output_flux2_dev_800_1,612,3.06,3.5,3.33,4.0,13.32
output_flux2_dev_800_1,613,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,614,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,615,4.5,3.8,4.5,4.0,18.0
output_flux2_dev_800_1,616,4.5,2.8,4.5,3.0,13.5
output_flux2_dev_800_1,617,5.0,2.0,5.0,2.0,10.0
output_flux2_dev_800_1,618,5.0,3.2,5.0,3.0,15.0
output_flux2_dev_800_1,619,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_1,620,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,621,4.55,3.2,4.55,3.0,13.65
output_flux2_dev_800_1,622,5.0,4.9,5.0,5.0,25.0
output_flux2_dev_800_1,623,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_1,624,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,625,4.55,4.8,4.55,5.0,22.75
output_flux2_dev_800_1,626,4.44,2.8,4.44,3.0,13.32
output_flux2_dev_800_1,627,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,628,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,629,3.95,2.5,3.89,2.0,7.78
output_flux2_dev_800_1,630,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_1,631,4.35,3.2,4.5,3.0,13.5
output_flux2_dev_800_1,632,2.75,3.2,4.0,3.0,12.0
output_flux2_dev_800_1,633,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,634,3.61,3.8,4.0,4.0,16.0
output_flux2_dev_800_1,635,4.0,3.8,4.0,4.0,16.0
output_flux2_dev_800_1,636,4.5,3.8,4.5,4.0,18.0
output_flux2_dev_800_1,637,3.5,3.2,4.0,3.0,12.0
output_flux2_dev_800_1,638,2.78,2.5,2.78,2.0,5.56
output_flux2_dev_800_1,639,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,640,2.78,2.5,3.33,2.0,6.66
output_flux2_dev_800_1,641,2.78,2.5,2.78,2.0,5.56
output_flux2_dev_800_1,642,3.5,3.2,4.5,3.0,13.5
output_flux2_dev_800_1,643,4.44,3.5,4.44,4.0,17.76
output_flux2_dev_800_1,644,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,645,4.0,4.8,4.0,5.0,20.0
output_flux2_dev_800_1,646,4.5,3.2,4.5,3.0,13.5
output_flux2_dev_800_1,647,3.0,4.8,3.0,5.0,15.0
output_flux2_dev_800_1,648,3.89,2.5,3.89,2.0,7.78
output_flux2_dev_800_1,649,3.5,4.2,3.5,4.0,14.0
output_flux2_dev_800_1,650,4.55,4.8,4.55,5.0,22.75
output_flux2_dev_800_1,651,2.8,3.8,2.22,4.0,8.88
output_flux2_dev_800_1,652,3.33,2.5,3.33,2.0,6.66
output_flux2_dev_800_1,653,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,654,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,655,3.5,2.0,3.5,2.0,7.0
output_flux2_dev_800_1,656,3.0,3.8,3.0,4.0,12.0
output_flux2_dev_800_1,657,4.44,2.5,4.44,2.0,8.88
output_flux2_dev_800_1,658,3.93,5.0,3.5,5.0,17.5
output_flux2_dev_800_1,659,4.0,3.8,4.0,4.0,16.0
output_flux2_dev_800_1,660,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_1,661,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,662,4.44,4.7,4.44,5.0,22.2
output_flux2_dev_800_1,663,4.09,4.2,4.55,4.0,18.2
output_flux2_dev_800_1,664,3.9,2.5,4.5,2.0,9.0
output_flux2_dev_800_1,665,5.0,4.8,5.0,5.0,25.0
output_flux2_dev_800_1,666,2.78,2.0,2.78,2.0,5.56
output_flux2_dev_800_1,667,3.89,3.5,3.89,4.0,15.56
output_flux2_dev_800_1,668,3.0,3.2,4.0,3.0,12.0
output_flux2_dev_800_1,669,5.0,4.8,5.0,5.0,25.0
output_flux2_dev_800_1,670,2.72,2.5,3.33,2.0,6.66
output_flux2_dev_800_1,671,4.25,2.8,4.5,3.0,13.5
output_flux2_dev_800_1,672,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,673,4.0,3.8,4.0,4.0,16.0
output_flux2_dev_800_1,674,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,675,1.5,3.2,3.0,3.0,9.0
output_flux2_dev_800_1,676,3.65,2.3,4.0,2.0,8.0
output_flux2_dev_800_1,677,3.64,4.2,3.64,4.0,14.56
output_flux2_dev_800_1,678,5.0,3.5,5.0,4.0,20.0
output_flux2_dev_800_1,679,4.09,4.2,4.09,4.0,16.36
output_flux2_dev_800_1,680,4.55,3.8,4.55,4.0,18.2
output_flux2_dev_800_1,681,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_1,682,4.5,4.6,4.5,5.0,22.5
output_flux2_dev_800_1,683,4.09,4.2,4.09,4.0,16.36
output_flux2_dev_800_1,684,3.86,4.2,3.33,4.0,13.32
output_flux2_dev_800_1,685,3.06,3.2,4.44,3.0,13.32
output_flux2_dev_800_1,686,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,687,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_1,688,3.4,3.8,4.5,4.0,18.0
output_flux2_dev_800_1,689,4.5,3.8,4.5,4.0,18.0
output_flux2_dev_800_1,690,3.5,4.0,3.5,4.0,14.0
output_flux2_dev_800_1,691,3.0,5.0,3.0,5.0,15.0
output_flux2_dev_800_1,692,5.0,4.7,5.0,5.0,25.0
output_flux2_dev_800_1,693,4.55,4.2,4.55,4.0,18.2
output_flux2_dev_800_1,694,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,695,3.55,3.1,4.0,3.0,12.0
output_flux2_dev_800_1,696,5.0,3.0,5.0,3.0,15.0
output_flux2_dev_800_1,697,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,698,3.89,3.2,3.89,3.0,11.67
output_flux2_dev_800_1,699,5.0,4.8,5.0,5.0,25.0
output_flux2_dev_800_1,700,3.0,2.8,4.0,3.0,12.0
output_flux2_dev_800_1,701,2.5,4.2,3.0,4.0,12.0
output_flux2_dev_800_1,702,4.09,2.8,4.09,3.0,12.27
output_flux2_dev_800_1,703,3.5,4.5,3.5,4.0,14.0
output_flux2_dev_800_1,704,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,705,4.09,3.5,4.09,4.0,16.36
output_flux2_dev_800_1,706,4.5,3.2,4.5,3.0,13.5
output_flux2_dev_800_1,707,3.0,3.2,4.09,3.0,12.27
output_flux2_dev_800_1,708,4.61,3.8,4.0,4.0,16.0
output_flux2_dev_800_1,709,4.55,4.2,4.55,4.0,18.2
output_flux2_dev_800_1,710,4.09,2.5,4.09,2.0,8.18
output_flux2_dev_800_1,711,4.5,3.8,4.5,4.0,18.0
output_flux2_dev_800_1,712,5.0,4.8,5.0,5.0,25.0
output_flux2_dev_800_1,713,4.0,3.8,4.0,4.0,16.0
output_flux2_dev_800_1,714,3.5,4.2,3.5,4.0,14.0
output_flux2_dev_800_1,715,4.55,4.2,4.55,4.0,18.2
output_flux2_dev_800_1,716,5.0,4.6,5.0,5.0,25.0
output_flux2_dev_800_1,717,4.5,3.2,4.5,3.0,13.5
output_flux2_dev_800_1,718,4.8,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,719,4.5,3.8,4.5,4.0,18.0
output_flux2_dev_800_1,720,4.5,3.8,4.5,4.0,18.0
output_flux2_dev_800_1,721,2.73,2.5,3.18,2.0,6.36
output_flux2_dev_800_1,722,4.58,2.8,5.0,3.0,15.0
output_flux2_dev_800_1,723,1.45,4.2,1.82,4.0,7.28
output_flux2_dev_800_1,724,4.5,3.8,4.5,4.0,18.0
output_flux2_dev_800_1,725,3.64,4.2,4.09,4.0,16.36
output_flux2_dev_800_1,726,4.0,2.8,4.0,3.0,12.0
output_flux2_dev_800_1,727,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,728,2.55,2.8,4.5,3.0,13.5
output_flux2_dev_800_1,729,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,730,3.0,2.8,3.0,3.0,9.0
output_flux2_dev_800_1,731,3.18,4.2,3.18,4.0,12.72
output_flux2_dev_800_1,732,3.18,4.8,3.18,5.0,15.9
output_flux2_dev_800_1,733,5.0,4.8,5.0,5.0,25.0
output_flux2_dev_800_1,734,5.0,4.7,5.0,5.0,25.0
output_flux2_dev_800_1,735,4.5,3.2,4.5,3.0,13.5
output_flux2_dev_800_1,736,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,737,4.09,3.8,4.09,4.0,16.36
output_flux2_dev_800_1,738,4.55,3.0,4.55,3.0,13.65
output_flux2_dev_800_1,739,3.77,3.2,3.5,3.0,10.5
output_flux2_dev_800_1,740,2.5,3.2,2.5,3.0,7.5
output_flux2_dev_800_1,741,3.45,2.5,4.55,2.0,9.1
output_flux2_dev_800_1,742,3.73,3.8,3.0,4.0,12.0
output_flux2_dev_800_1,743,3.5,3.8,3.5,4.0,14.0
output_flux2_dev_800_1,744,4.55,5.0,4.55,5.0,22.75
output_flux2_dev_800_1,745,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_1,746,4.5,2.8,4.5,3.0,13.5
output_flux2_dev_800_1,747,2.27,2.5,4.09,2.0,8.18
output_flux2_dev_800_1,748,4.5,2.5,4.5,2.0,9.0
output_flux2_dev_800_1,749,3.5,4.2,3.5,4.0,14.0
output_flux2_dev_800_1,750,4.0,2.5,4.0,2.0,8.0
output_flux2_dev_800_1,751,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_1,752,3.5,4.5,3.5,4.0,14.0
output_flux2_dev_800_1,753,3.3,4.8,4.0,5.0,20.0
output_flux2_dev_800_1,754,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,755,2.6,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,756,3.3,2.3,4.0,2.0,8.0
output_flux2_dev_800_1,757,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,758,4.5,3.2,4.5,3.0,13.5
output_flux2_dev_800_1,759,2.53,2.5,3.64,2.0,7.28
output_flux2_dev_800_1,760,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,761,4.55,4.8,4.55,5.0,22.75
output_flux2_dev_800_1,762,5.0,3.5,5.0,4.0,20.0
output_flux2_dev_800_1,763,2.2,2.5,3.5,2.0,7.0
output_flux2_dev_800_1,764,3.73,3.5,5.0,4.0,20.0
output_flux2_dev_800_1,765,4.09,4.2,4.09,4.0,16.36
output_flux2_dev_800_1,766,4.55,4.2,4.55,4.0,18.2
output_flux2_dev_800_1,767,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,768,3.64,4.8,3.64,5.0,18.2
output_flux2_dev_800_1,769,4.09,2.5,4.09,2.0,8.18
output_flux2_dev_800_1,770,3.18,2.8,3.18,3.0,9.54
output_flux2_dev_800_1,771,2.97,3.5,3.5,4.0,14.0
output_flux2_dev_800_1,772,5.0,4.6,5.0,5.0,25.0
output_flux2_dev_800_1,773,3.5,3.5,3.5,4.0,14.0
output_flux2_dev_800_1,774,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,775,3.15,4.2,2.5,4.0,10.0
output_flux2_dev_800_1,776,4.5,2.5,4.5,2.0,9.0
output_flux2_dev_800_1,777,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_1,778,3.45,2.8,3.5,3.0,10.5
output_flux2_dev_800_1,779,5.0,3.2,5.0,3.0,15.0
output_flux2_dev_800_1,780,4.0,2.8,4.0,3.0,12.0
output_flux2_dev_800_1,781,4.55,4.2,4.55,4.0,18.2
output_flux2_dev_800_1,782,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_1,783,4.5,3.2,4.5,3.0,13.5
output_flux2_dev_800_1,784,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,785,2.73,4.2,4.09,4.0,16.36
output_flux2_dev_800_1,786,3.25,3.5,3.5,4.0,14.0
output_flux2_dev_800_1,787,4.5,4.2,4.5,4.0,18.0
output_flux2_dev_800_1,788,4.5,4.9,4.5,5.0,22.5
output_flux2_dev_800_1,789,4.55,2.8,4.55,3.0,13.65
output_flux2_dev_800_1,790,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_1,791,2.7,3.5,3.0,4.0,12.0
output_flux2_dev_800_1,792,4.55,4.2,4.55,4.0,18.2
output_flux2_dev_800_1,793,3.0,4.2,3.0,4.0,12.0
output_flux2_dev_800_1,794,2.73,4.2,2.73,4.0,10.92
output_flux2_dev_800_1,795,2.35,3.5,2.5,4.0,10.0
output_flux2_dev_800_1,796,3.18,4.2,3.18,4.0,12.72
