image_id,source,alignment_score,authenticity_score,class_id
103,User_DiT_3,0.83,1.0,159
103,Sys_DiT_noref_1,2.15,1.85,159
103,Sys_DiT_noref_2,1.85,1.2,159
103,Sys_DiT_noref_3,1.85,1.2,159
104,User_DiT_1,2.14,1.0,159
104,User_DiT_2,2.14,2.0,159
104,User_DiT_3,0.0,2.0,159
104,Sys_DiT_noref_1,4.82,3.65,159
104,Sys_DiT_noref_2,1.85,1.2,159
104,Sys_DiT_noref_3,4.65,2.85,159
105,User_DiT_1,5.0,2.0,281
105,User_DiT_2,4.29,2.0,281
105,User_DiT_3,4.29,2.0,281
105,Sys_DiT_noref_1,4.12,3.85,281
105,Sys_DiT_noref_2,4.12,2.85,281
105,Sys_DiT_noref_3,4.85,2.3,281
106,User_DiT_1,5.0,2.0,281
106,User_DiT_2,5.0,3.0,281
106,User_DiT_3,5.0,4.0,281
106,Sys_DiT_noref_1,4.82,3.15,281
106,Sys_DiT_noref_2,4.72,4.15,281
106,Sys_DiT_noref_3,4.85,4.2,281
107,User_DiT_1,5.0,2.0,281
107,User_DiT_2,5.0,4.0,281
107,User_DiT_3,5.0,3.0,281
107,Sys_DiT_noref_1,4.65,3.8,281
107,Sys_DiT_noref_2,4.12,2.85,281
107,Sys_DiT_noref_3,4.72,2.85,281
108,User_DiT_1,5.0,2.0,281
108,User_DiT_2,5.0,2.0,281
108,User_DiT_3,5.0,4.0,281
108,Sys_DiT_noref_1,4.12,3.85,281
108,Sys_DiT_noref_2,4.85,3.75,281
108,Sys_DiT_noref_3,4.12,2.85,281
109,User_DiT_1,5.0,3.0,281
109,User_DiT_2,5.0,3.0,281
109,User_DiT_3,5.0,3.0,281
109,Sys_DiT_noref_1,3.85,2.15,281
109,Sys_DiT_noref_2,3.85,2.15,281
109,Sys_DiT_noref_3,4.12,3.85,281
110,User_DiT_1,5.0,5.0,300
110,User_DiT_2,5.0,5.0,300
110,User_DiT_3,5.0,5.0,300
110,Sys_DiT_noref_1,5.0,5.0,300
110,Sys_DiT_noref_2,5.0,5.0,300
110,Sys_DiT_noref_3,5.0,5.0,300
111,User_DiT_1,4.38,4.0,300
111,User_DiT_2,4.38,4.0,300
111,User_DiT_3,4.38,5.0,300
111,Sys_DiT_noref_1,4.85,4.92,300
111,Sys_DiT_noref_2,4.65,4.2,300
111,Sys_DiT_noref_3,4.85,4.2,300
112,User_DiT_1,5.0,5.0,300
112,User_DiT_2,5.0,5.0,300
112,User_DiT_3,5.0,5.0,300
112,Sys_DiT_noref_1,5.0,5.0,300
112,Sys_DiT_noref_2,5.0,5.0,300
112,Sys_DiT_noref_3,5.0,5.0,300
113,User_DiT_1,4.38,5.0,300
113,User_DiT_2,5.0,2.0,300
113,User_DiT_3,4.38,5.0,300
113,Sys_DiT_noref_1,4.98,4.85,300
113,Sys_DiT_noref_2,4.98,4.85,300
113,Sys_DiT_noref_3,4.15,3.85,300
114,User_DiT_1,4.38,4.0,300
114,User_DiT_2,4.38,4.0,300
114,User_DiT_3,4.38,4.0,300
114,Sys_DiT_noref_1,4.65,3.85,300
114,Sys_DiT_noref_2,3.85,2.4,300
114,Sys_DiT_noref_3,4.65,4.2,300
115,User_DiT_1,5.0,5.0,322
115,User_DiT_2,5.0,4.0,322
115,User_DiT_3,5.0,4.0,322
115,Sys_DiT_noref_1,4.92,4.95,322
115,Sys_DiT_noref_2,4.72,3.85,322
115,Sys_DiT_noref_3,4.95,4.98,322
116,User_DiT_1,5.0,3.0,322
116,User_DiT_2,5.0,5.0,322
116,User_DiT_3,5.0,5.0,322
116,Sys_DiT_noref_1,4.98,5.0,322
116,Sys_DiT_noref_2,4.72,3.85,322
116,Sys_DiT_noref_3,4.92,4.98,322
117,User_DiT_1,3.57,3.0,322
117,User_DiT_2,3.57,2.0,322
117,User_DiT_3,4.17,2.0,322
117,Sys_DiT_noref_1,3.42,2.15,322
117,Sys_DiT_noref_2,3.42,1.68,322
117,Sys_DiT_noref_3,3.42,1.85,322
118,User_DiT_1,5.0,4.0,322
118,User_DiT_2,3.57,2.0,322
118,User_DiT_3,5.0,5.0,322
118,Sys_DiT_noref_1,4.75,3.85,322
118,Sys_DiT_noref_2,4.92,4.85,322
118,Sys_DiT_noref_3,4.15,3.85,322
119,User_DiT_1,5.0,5.0,322
119,User_DiT_2,5.0,5.0,322
119,User_DiT_3,5.0,5.0,322
119,Sys_DiT_noref_1,4.92,4.95,322
119,Sys_DiT_noref_2,4.92,4.85,322
119,Sys_DiT_noref_3,4.92,4.95,322
120,User_DiT_1,3.75,4.0,330
120,User_DiT_2,3.75,2.0,330
120,User_DiT_3,3.75,3.0,330
120,Sys_DiT_noref_1,4.85,4.92,330
120,Sys_DiT_noref_2,4.15,4.6,330
120,Sys_DiT_noref_3,4.12,3.85,330
121,User_DiT_1,5.0,5.0,330
121,User_DiT_2,5.0,5.0,330
121,User_DiT_3,5.0,5.0,330
121,Sys_DiT_noref_1,4.92,4.85,330
121,Sys_DiT_noref_2,4.92,4.85,330
121,Sys_DiT_noref_3,4.12,3.85,330
122,User_DiT_1,5.0,3.0,330
122,User_DiT_2,4.29,4.0,330
122,User_DiT_3,5.0,3.0,330
122,Sys_DiT_noref_1,3.85,2.15,330
122,Sys_DiT_noref_2,3.85,4.15,330
122,Sys_DiT_noref_3,4.65,2.85,330
123,User_DiT_1,4.0,3.0,330
123,User_DiT_2,4.0,4.0,330
123,User_DiT_3,4.0,4.0,330
123,Sys_DiT_noref_1,4.15,4.6,330
123,Sys_DiT_noref_2,3.42,4.15,330
123,Sys_DiT_noref_3,3.85,4.15,330
124,User_DiT_1,5.0,5.0,330
124,User_DiT_2,5.0,5.0,330
124,User_DiT_3,5.0,5.0,330
124,Sys_DiT_noref_1,5.0,5.0,330
124,Sys_DiT_noref_2,4.92,4.95,330
124,Sys_DiT_noref_3,4.92,5.0,330
125,User_DiT_1,5.0,4.0,333
125,User_DiT_2,5.0,4.0,333
125,User_DiT_3,5.0,4.0,333
125,Sys_DiT_noref_1,4.85,4.2,333
125,Sys_DiT_noref_2,4.15,2.85,333
125,Sys_DiT_noref_3,4.85,4.2,333
126,User_DiT_1,5.0,2.0,333
126,User_DiT_2,5.0,4.0,333
126,User_DiT_3,5.0,2.0,333
126,Sys_DiT_noref_1,4.65,3.85,333
126,Sys_DiT_noref_2,4.65,3.85,333
126,Sys_DiT_noref_3,4.15,2.85,333
127,User_DiT_1,5.0,2.0,333
127,User_DiT_2,5.0,2.0,333
127,User_DiT_3,5.0,4.0,333
127,Sys_DiT_noref_1,4.65,3.85,333
127,Sys_DiT_noref_2,4.65,3.85,333
127,Sys_DiT_noref_3,4.85,3.2,333
128,User_DiT_1,5.0,3.0,333
128,User_DiT_2,5.0,3.0,333
128,User_DiT_3,5.0,3.0,333
128,Sys_DiT_noref_1,4.62,1.85,333
128,Sys_DiT_noref_2,4.72,3.85,333
128,Sys_DiT_noref_3,4.65,2.85,333
129,User_DiT_1,5.0,2.0,333
129,User_DiT_2,4.17,1.0,333
129,User_DiT_3,4.17,2.0,333
129,Sys_DiT_noref_1,4.15,1.85,333
129,Sys_DiT_noref_2,4.15,2.85,333
129,Sys_DiT_noref_3,3.15,1.85,333
130,User_DiT_1,5.0,3.0,339
130,User_DiT_2,5.0,4.0,339
130,User_DiT_3,4.38,5.0,339
130,Sys_DiT_noref_1,4.15,4.28,339
130,Sys_DiT_noref_2,4.12,2.85,339
130,Sys_DiT_noref_3,4.92,4.15,339
131,User_DiT_1,2.5,4.0,339
131,User_DiT_2,4.38,4.0,339
131,User_DiT_3,2.5,4.0,339
131,Sys_DiT_noref_1,4.85,4.2,339
131,Sys_DiT_noref_2,4.85,4.2,339
131,Sys_DiT_noref_3,4.65,4.2,339
132,User_DiT_1,5.0,4.0,339
132,User_DiT_2,5.0,2.0,339
132,User_DiT_3,5.0,4.0,339
132,Sys_DiT_noref_1,4.12,3.65,339
132,Sys_DiT_noref_2,3.82,3.15,339
132,Sys_DiT_noref_3,3.82,2.15,339
133,User_DiT_1,4.38,5.0,339
133,User_DiT_2,4.38,4.0,339
133,User_DiT_3,4.38,5.0,339
133,Sys_DiT_noref_1,4.65,3.85,339
133,Sys_DiT_noref_2,4.65,3.85,339
133,Sys_DiT_noref_3,4.65,4.1,339
134,User_DiT_1,5.0,5.0,339
134,User_DiT_2,5.0,4.0,339
134,User_DiT_3,5.0,4.0,339
134,Sys_DiT_noref_1,4.85,3.9,339
134,Sys_DiT_noref_2,4.92,4.65,339
134,Sys_DiT_noref_3,4.98,4.95,339
135,User_DiT_1,5.0,5.0,347
135,User_DiT_2,5.0,5.0,347
135,User_DiT_3,5.0,5.0,347
135,Sys_DiT_noref_1,4.98,4.97,347
135,Sys_DiT_noref_2,5.0,5.0,347
135,Sys_DiT_noref_3,4.98,4.99,347
136,User_DiT_1,5.0,5.0,347
136,User_DiT_2,5.0,3.0,347
136,User_DiT_3,5.0,5.0,347
136,Sys_DiT_noref_1,5.0,5.0,347
136,Sys_DiT_noref_2,4.82,3.65,347
136,Sys_DiT_noref_3,4.85,4.2,347
137,User_DiT_1,5.0,4.0,347
137,User_DiT_2,5.0,4.0,347
137,User_DiT_3,5.0,4.0,347
137,Sys_DiT_noref_1,4.85,3.8,347
137,Sys_DiT_noref_2,4.82,3.65,347
137,Sys_DiT_noref_3,4.15,3.85,347
138,User_DiT_1,5.0,4.0,347
138,User_DiT_2,5.0,3.0,347
138,User_DiT_3,5.0,3.0,347
138,Sys_DiT_noref_1,4.65,3.85,347
138,Sys_DiT_noref_2,4.12,2.68,347
138,Sys_DiT_noref_3,4.65,3.85,347
139,User_DiT_1,5.0,2.0,347
139,User_DiT_2,5.0,2.0,347
139,User_DiT_3,5.0,3.0,347
139,Sys_DiT_noref_1,3.85,2.65,347
139,Sys_DiT_noref_2,4.12,2.85,347
139,Sys_DiT_noref_3,4.12,2.85,347
140,User_DiT_1,4.38,2.0,356
140,User_DiT_2,4.38,2.0,356
140,User_DiT_3,4.44,2.0,356
140,Sys_DiT_noref_1,2.85,3.42,356
140,Sys_DiT_noref_2,2.85,1.2,356
140,Sys_DiT_noref_3,2.85,3.1,356
141,User_DiT_1,4.17,3.0,356
141,User_DiT_2,4.17,3.0,356
141,User_DiT_3,4.17,2.0,356
141,Sys_DiT_noref_1,4.12,2.35,356
141,Sys_DiT_noref_2,4.12,3.85,356
141,Sys_DiT_noref_3,3.12,1.85,356
142,User_DiT_1,5.0,3.0,356
142,User_DiT_2,5.0,2.0,356
142,User_DiT_3,5.0,2.0,356
142,Sys_DiT_noref_1,3.85,2.15,356
142,Sys_DiT_noref_2,3.85,2.15,356
142,Sys_DiT_noref_3,3.85,2.15,356
143,User_DiT_1,4.17,2.0,356
143,User_DiT_2,5.0,2.0,356
143,User_DiT_3,5.0,4.0,356
143,Sys_DiT_noref_1,4.82,4.65,356
143,Sys_DiT_noref_2,4.62,3.85,356
143,Sys_DiT_noref_3,4.62,3.85,356
144,User_DiT_1,5.0,2.0,356
144,User_DiT_2,5.0,2.0,356
144,User_DiT_3,5.0,2.0,356
144,Sys_DiT_noref_1,4.35,2.85,356
144,Sys_DiT_noref_2,4.82,4.65,356
144,Sys_DiT_noref_3,4.12,2.85,356
145,User_DiT_1,3.57,5.0,365
145,User_DiT_2,3.57,5.0,365
145,User_DiT_3,3.57,5.0,365
145,Sys_DiT_noref_1,4.12,2.85,365
145,Sys_DiT_noref_2,4.12,2.85,365
145,Sys_DiT_noref_3,4.68,3.72,365
146,User_DiT_1,5.0,4.0,365
146,User_DiT_2,5.0,2.0,365
146,User_DiT_3,5.0,2.0,365
146,Sys_DiT_noref_1,4.85,4.72,365
146,Sys_DiT_noref_2,4.65,4.12,365
146,Sys_DiT_noref_3,4.65,4.1,365
147,User_DiT_1,4.29,2.0,365
147,User_DiT_2,4.29,3.0,365
147,User_DiT_3,4.17,2.0,365
147,Sys_DiT_noref_1,4.85,3.75,365
147,Sys_DiT_noref_2,4.12,2.85,365
147,Sys_DiT_noref_3,3.42,1.85,365
148,User_DiT_1,3.33,4.0,365
148,User_DiT_2,3.33,4.0,365
148,User_DiT_3,3.75,3.0,365
148,Sys_DiT_noref_1,4.85,4.2,365
148,Sys_DiT_noref_2,3.85,2.65,365
148,Sys_DiT_noref_3,4.12,2.85,365
149,User_DiT_1,5.0,4.0,365
149,User_DiT_2,5.0,3.0,365
149,User_DiT_3,5.0,4.0,365
149,Sys_DiT_noref_1,4.85,4.2,365
149,Sys_DiT_noref_2,4.85,4.92,365
149,Sys_DiT_noref_3,4.85,4.72,365
150,User_DiT_1,5.0,3.0,370
150,User_DiT_2,5.0,2.0,370
150,User_DiT_3,5.0,2.0,370
150,Sys_DiT_noref_1,4.65,3.85,370
150,Sys_DiT_noref_2,4.12,2.85,370
150,Sys_DiT_noref_3,4.65,2.75,370
151,User_DiT_1,5.0,4.0,370
151,User_DiT_2,5.0,4.0,370
151,User_DiT_3,5.0,2.0,370
151,Sys_DiT_noref_1,4.85,4.92,370
151,Sys_DiT_noref_2,4.85,3.65,370
151,Sys_DiT_noref_3,4.85,3.2,370
152,User_DiT_1,4.17,2.0,370
152,User_DiT_2,4.17,2.0,370
152,User_DiT_3,5.0,2.0,370
152,Sys_DiT_noref_1,4.63,2.85,370
152,Sys_DiT_noref_2,3.85,2.15,370
152,Sys_DiT_noref_3,4.35,2.85,370
153,User_DiT_1,5.0,5.0,370
153,User_DiT_2,5.0,5.0,370
153,User_DiT_3,5.0,5.0,370
153,Sys_DiT_noref_1,4.92,4.98,370
153,Sys_DiT_noref_2,4.92,4.98,370
153,Sys_DiT_noref_3,4.62,3.85,370
154,User_DiT_1,5.0,2.0,370
154,User_DiT_2,5.0,2.0,370
154,User_DiT_3,5.0,2.0,370
154,Sys_DiT_noref_1,1.85,1.2,370
154,Sys_DiT_noref_2,2.15,1.85,370
154,Sys_DiT_noref_3,1.85,1.42,370
155,User_DiT_1,1.67,3.0,389
155,User_DiT_2,2.78,2.0,389
155,User_DiT_3,1.67,2.0,389
155,Sys_DiT_noref_1,1.42,1.85,389
155,Sys_DiT_noref_2,1.25,3.65,389
155,Sys_DiT_noref_3,1.25,1.85,389
156,User_DiT_1,2.78,3.0,389
156,User_DiT_2,1.67,3.0,389
156,User_DiT_3,1.67,3.0,389
156,Sys_DiT_noref_1,1.15,1.85,389
156,Sys_DiT_noref_2,1.85,1.6,389
156,Sys_DiT_noref_3,1.25,2.85,389
157,User_DiT_1,1.67,2.0,389
157,User_DiT_2,1.67,4.0,389
157,User_DiT_3,1.67,2.0,389
157,Sys_DiT_noref_1,1.25,2.85,389
157,Sys_DiT_noref_2,0.12,0.85,389
157,Sys_DiT_noref_3,0.0,1.85,389
158,User_DiT_1,1.11,2.0,389
158,User_DiT_2,1.11,3.0,389
158,User_DiT_3,1.67,3.0,389
158,Sys_DiT_noref_1,1.25,2.85,389
158,Sys_DiT_noref_2,1.25,2.85,389
158,Sys_DiT_noref_3,1.25,0.85,389
159,User_DiT_1,2.78,1.0,389
159,User_DiT_2,1.67,2.0,389
159,User_DiT_3,2.22,3.0,389
159,Sys_DiT_noref_1,1.42,2.85,389
159,Sys_DiT_noref_2,1.85,2.15,389
159,Sys_DiT_noref_3,1.25,1.85,389
160,User_DiT_1,5.0,5.0,392
160,User_DiT_2,5.0,5.0,392
160,User_DiT_3,5.0,4.0,392
160,Sys_DiT_noref_1,4.85,3.65,392
160,Sys_DiT_noref_2,4.85,4.92,392
160,Sys_DiT_noref_3,4.85,4.92,392
161,User_DiT_1,5.0,3.0,392
161,User_DiT_2,5.0,4.0,392
161,User_DiT_3,5.0,4.0,392
161,Sys_DiT_noref_1,4.82,3.65,392
161,Sys_DiT_noref_2,4.85,3.72,392
161,Sys_DiT_noref_3,4.85,3.2,392
162,User_DiT_1,3.57,4.0,392
162,User_DiT_2,3.57,2.0,392
162,User_DiT_3,4.29,3.0,392
162,Sys_DiT_noref_1,1.85,3.2,392
162,Sys_DiT_noref_2,1.85,3.62,392
162,Sys_DiT_noref_3,2.15,3.85,392
163,User_DiT_1,4.29,3.0,392
163,User_DiT_2,4.29,4.0,392
163,User_DiT_3,4.29,4.0,392
163,Sys_DiT_noref_1,4.15,3.85,392
163,Sys_DiT_noref_2,4.15,3.85,392
163,Sys_DiT_noref_3,3.42,2.15,392
164,User_DiT_1,5.0,4.0,392
164,User_DiT_2,5.0,3.0,392
164,User_DiT_3,5.0,3.0,392
164,Sys_DiT_noref_1,4.72,3.85,392
164,Sys_DiT_noref_2,4.85,3.62,392
164,Sys_DiT_noref_3,4.85,2.72,392
165,User_DiT_1,5.0,2.0,394
165,User_DiT_2,5.0,2.0,394
165,User_DiT_3,5.0,2.0,394
165,Sys_DiT_noref_1,2.15,1.82,394
165,Sys_DiT_noref_2,1.25,2.85,394
165,Sys_DiT_noref_3,3.45,1.82,394
166,User_DiT_1,5.0,4.0,394
166,User_DiT_2,5.0,3.0,394
166,User_DiT_3,5.0,4.0,394
166,Sys_DiT_noref_1,4.65,3.85,394
166,Sys_DiT_noref_2,4.85,4.2,394
166,Sys_DiT_noref_3,4.65,4.12,394
167,User_DiT_1,5.0,4.0,394
167,User_DiT_2,5.0,4.0,394
167,User_DiT_3,4.0,3.0,394
167,Sys_DiT_noref_1,3.85,2.65,394
167,Sys_DiT_noref_2,3.85,2.15,394
167,Sys_DiT_noref_3,2.85,1.42,394
168,User_DiT_1,5.0,3.0,394
168,User_DiT_2,5.0,3.0,394
168,User_DiT_3,5.0,3.0,394
168,Sys_DiT_noref_1,4.72,2.85,394
168,Sys_DiT_noref_2,5.0,4.8,394
168,Sys_DiT_noref_3,4.72,2.15,394
169,User_DiT_1,3.75,1.0,394
169,User_DiT_2,5.0,1.0,394
169,User_DiT_3,3.0,1.0,394
169,Sys_DiT_noref_1,1.85,0.92,394
169,Sys_DiT_noref_2,2.15,1.2,394
169,Sys_DiT_noref_3,1.25,0.85,394
170,User_DiT_1,5.0,4.0,396
170,User_DiT_2,5.0,4.0,396
170,User_DiT_3,5.0,5.0,396
170,Sys_DiT_noref_1,4.98,4.95,396
170,Sys_DiT_noref_2,4.65,2.8,396
170,Sys_DiT_noref_3,4.72,3.85,396
171,User_DiT_1,5.0,4.0,396
171,User_DiT_2,5.0,4.0,396
171,User_DiT_3,5.0,5.0,396
171,Sys_DiT_noref_1,4.85,3.92,396
171,Sys_DiT_noref_2,4.85,4.12,396
171,Sys_DiT_noref_3,4.82,3.65,396
172,User_DiT_1,4.29,4.0,396
172,User_DiT_2,5.0,4.0,396
172,User_DiT_3,5.0,4.0,396
172,Sys_DiT_noref_1,4.85,4.2,396
172,Sys_DiT_noref_2,4.85,3.65,396
172,Sys_DiT_noref_3,4.85,4.2,396
173,User_DiT_1,5.0,4.0,396
173,User_DiT_2,5.0,4.0,396
173,User_DiT_3,5.0,5.0,396
173,Sys_DiT_noref_1,4.82,4.65,396
173,Sys_DiT_noref_2,4.72,3.85,396
173,Sys_DiT_noref_3,4.82,4.15,396
174,User_DiT_1,5.0,4.0,396
174,User_DiT_2,5.0,4.0,396
174,User_DiT_3,5.0,3.0,396
174,Sys_DiT_noref_1,4.72,3.85,396
174,Sys_DiT_noref_2,4.12,2.85,396
174,Sys_DiT_noref_3,4.85,4.6,396
175,User_DiT_1,5.0,1.0,400
175,User_DiT_2,5.0,1.0,400
175,User_DiT_3,5.0,1.0,400
175,Sys_DiT_noref_1,4.85,1.92,400
175,Sys_DiT_noref_2,4.85,2.95,400
175,Sys_DiT_noref_3,4.85,1.2,400
176,User_DiT_1,5.0,1.0,400
176,User_DiT_2,5.0,2.0,400
176,User_DiT_3,5.0,1.0,400
176,Sys_DiT_noref_1,4.85,1.25,400
176,Sys_DiT_noref_2,4.85,2.1,400
176,Sys_DiT_noref_3,4.85,1.15,400
177,User_DiT_1,4.44,2.0,400
177,User_DiT_2,5.0,1.0,400
177,User_DiT_3,5.0,2.0,400
177,Sys_DiT_noref_1,4.12,1.85,400
177,Sys_DiT_noref_2,4.12,1.85,400
177,Sys_DiT_noref_3,3.82,1.47,400
178,User_DiT_1,5.0,4.0,400
178,User_DiT_2,0.0,4.0,400
178,User_DiT_3,5.0,3.0,400
178,Sys_DiT_noref_1,4.65,3.85,400
178,Sys_DiT_noref_2,4.85,3.2,400
178,Sys_DiT_noref_3,4.85,3.2,400
179,User_DiT_1,5.0,2.0,400
179,User_DiT_2,5.0,1.0,400
179,User_DiT_3,3.89,1.0,400
179,Sys_DiT_noref_1,2.85,1.2,400
179,Sys_DiT_noref_2,4.85,1.25,400
179,Sys_DiT_noref_3,4.92,1.15,400
180,User_DiT_1,0.0,3.0,405
180,User_DiT_2,3.89,4.0,405
180,User_DiT_3,4.44,3.0,405
180,Sys_DiT_noref_1,4.92,3.85,405
180,Sys_DiT_noref_2,4.92,3.85,405
180,Sys_DiT_noref_3,4.12,2.35,405
181,User_DiT_1,4.44,4.0,405
181,User_DiT_2,4.44,4.0,405
181,User_DiT_3,4.44,4.0,405
181,Sys_DiT_noref_1,4.65,3.85,405
181,Sys_DiT_noref_2,4.65,3.85,405
181,Sys_DiT_noref_3,4.85,3.65,405
182,User_DiT_1,5.0,2.0,405
182,User_DiT_2,5.0,4.0,405
182,User_DiT_3,3.57,4.0,405
182,Sys_DiT_noref_1,4.12,2.85,405
182,Sys_DiT_noref_2,2.85,1.42,405
182,Sys_DiT_noref_3,3.85,2.15,405
183,User_DiT_1,2.78,2.0,405
183,User_DiT_2,1.11,1.0,405
183,User_DiT_3,1.11,2.0,405
183,Sys_DiT_noref_1,2.85,1.42,405
183,Sys_DiT_noref_2,2.85,1.92,405
183,Sys_DiT_noref_3,1.85,1.2,405
184,User_DiT_1,4.44,2.0,405
184,User_DiT_2,4.44,2.0,405
184,User_DiT_3,3.33,2.0,405
184,Sys_DiT_noref_1,3.15,1.2,405
184,Sys_DiT_noref_2,3.85,1.2,405
184,Sys_DiT_noref_3,2.85,1.2,405
185,User_DiT_1,5.0,3.0,406
185,User_DiT_2,5.0,4.0,406
185,User_DiT_3,5.0,4.0,406
185,Sys_DiT_noref_1,4.15,4.92,406
185,Sys_DiT_noref_2,3.85,4.12,406
185,Sys_DiT_noref_3,3.85,4.12,406
186,User_DiT_1,5.0,4.0,406
186,User_DiT_2,5.0,4.0,406
186,User_DiT_3,5.0,3.0,406
186,Sys_DiT_noref_1,4.65,3.82,406
186,Sys_DiT_noref_2,4.85,3.72,406
186,Sys_DiT_noref_3,4.85,3.2,406
187,User_DiT_1,3.33,5.0,406
187,User_DiT_2,5.0,5.0,406
187,User_DiT_3,5.0,5.0,406
187,Sys_DiT_noref_1,4.85,3.65,406
187,Sys_DiT_noref_2,4.72,3.65,406
187,Sys_DiT_noref_3,4.85,3.65,406
188,User_DiT_1,5.0,3.0,406
188,User_DiT_2,5.0,3.0,406
188,User_DiT_3,5.0,3.0,406
188,Sys_DiT_noref_1,4.92,1.85,406
188,Sys_DiT_noref_2,4.85,3.72,406
188,Sys_DiT_noref_3,4.85,1.75,406
189,User_DiT_1,5.0,3.0,406
189,User_DiT_2,5.0,3.0,406
189,User_DiT_3,5.0,3.0,406
189,Sys_DiT_noref_1,4.85,3.75,406
189,Sys_DiT_noref_2,4.92,3.65,406
189,Sys_DiT_noref_3,4.85,2.15,406
190,User_DiT_1,3.33,3.0,413
190,User_DiT_2,3.33,3.0,413
190,User_DiT_3,3.33,4.0,413
190,Sys_DiT_noref_1,4.12,3.85,413
190,Sys_DiT_noref_2,4.12,3.65,413
190,Sys_DiT_noref_3,3.45,2.15,413
191,User_DiT_1,3.12,1.0,413
191,User_DiT_2,3.57,1.0,413
191,User_DiT_3,3.57,1.0,413
191,Sys_DiT_noref_1,3.45,1.8,413
191,Sys_DiT_noref_2,2.15,0.85,413
191,Sys_DiT_noref_3,3.65,1.2,413
192,User_DiT_1,2.78,4.0,413
192,User_DiT_2,5.0,4.0,413
192,User_DiT_3,5.0,3.0,413
192,Sys_DiT_noref_1,3.85,4.2,413
192,Sys_DiT_noref_2,2.15,3.85,413
192,Sys_DiT_noref_3,2.85,2.6,413
193,User_DiT_1,5.0,3.0,413
193,User_DiT_2,5.0,3.0,413
193,User_DiT_3,5.0,3.0,413
193,Sys_DiT_noref_1,4.15,2.85,413
193,Sys_DiT_noref_2,4.85,2.15,413
193,Sys_DiT_noref_3,4.85,2.15,413
194,User_DiT_1,0.0,2.0,413
194,User_DiT_2,0.0,1.0,413
194,User_DiT_3,0.56,2.0,413
194,Sys_DiT_noref_1,0.12,0.85,413
194,Sys_DiT_noref_2,0.11,0.05,413
194,Sys_DiT_noref_3,0.85,1.2,413
195,User_DiT_1,3.33,2.0,415
195,User_DiT_2,1.67,2.0,415
195,User_DiT_3,4.38,2.0,415
195,Sys_DiT_noref_1,2.85,1.42,415
195,Sys_DiT_noref_2,3.85,1.75,415
195,Sys_DiT_noref_3,3.85,2.15,415
196,User_DiT_1,3.89,3.0,415
196,User_DiT_2,3.89,3.0,415
196,User_DiT_3,3.89,3.0,415
196,Sys_DiT_noref_1,4.65,2.15,415
196,Sys_DiT_noref_2,4.12,2.85,415
196,Sys_DiT_noref_3,4.85,3.72,415
197,User_DiT_1,4.17,2.0,415
197,User_DiT_2,4.17,2.0,415
197,User_DiT_3,5.0,2.0,415
197,Sys_DiT_noref_1,1.85,1.2,415
197,Sys_DiT_noref_2,2.85,1.92,415
197,Sys_DiT_noref_3,2.85,2.4,415
198,User_DiT_1,4.29,3.0,415
198,User_DiT_2,4.29,4.0,415
198,User_DiT_3,4.29,2.0,415
198,Sys_DiT_noref_1,2.85,2.6,415
198,Sys_DiT_noref_2,2.85,3.42,415
198,Sys_DiT_noref_3,3.85,2.65,415
199,User_DiT_1,5.0,2.0,415
199,User_DiT_2,1.67,2.0,415
199,User_DiT_3,3.33,2.0,415
199,Sys_DiT_noref_1,3.45,1.85,415
199,Sys_DiT_noref_2,2.15,3.85,415
199,Sys_DiT_noref_3,1.67,1.85,415
200,User_DiT_1,5.0,4.0,419
200,User_DiT_2,5.0,4.0,419
200,User_DiT_3,5.0,2.0,419
200,Sys_DiT_noref_1,4.85,3.92,419
200,Sys_DiT_noref_2,4.12,2.35,419
200,Sys_DiT_noref_3,4.65,4.2,419
201,User_DiT_1,3.75,2.0,419
201,User_DiT_2,3.75,4.0,419
201,User_DiT_3,5.0,4.0,419
201,Sys_DiT_noref_1,2.15,1.85,419
201,Sys_DiT_noref_2,3.85,1.92,419
201,Sys_DiT_noref_3,3.85,4.2,419
202,User_DiT_1,0.0,1.0,419
202,User_DiT_2,5.0,1.0,419
202,User_DiT_3,0.0,2.0,419
202,Sys_DiT_noref_1,0.82,1.15,419
202,Sys_DiT_noref_2,2.85,1.2,419
202,Sys_DiT_noref_3,2.85,1.2,419
203,User_DiT_1,2.86,1.0,419
203,User_DiT_2,5.0,2.0,419
203,User_DiT_3,5.0,2.0,419
203,Sys_DiT_noref_1,0.12,0.85,419
203,Sys_DiT_noref_2,3.12,1.85,419
203,Sys_DiT_noref_3,4.12,1.35,419
204,User_DiT_1,4.0,1.0,419
204,User_DiT_2,5.0,4.0,419
204,User_DiT_3,5.0,4.0,419
204,Sys_DiT_noref_1,3.42,3.85,419
204,Sys_DiT_noref_2,4.85,4.72,419
204,Sys_DiT_noref_3,4.12,1.85,419
205,User_DiT_1,2.78,2.0,421
205,User_DiT_2,3.33,1.0,421
205,User_DiT_3,0.0,2.0,421
205,Sys_DiT_noref_1,1.82,0.95,421
205,Sys_DiT_noref_2,0.12,0.85,421
205,Sys_DiT_noref_3,1.85,1.2,421
206,User_DiT_1,3.12,3.0,421
206,User_DiT_2,3.12,2.0,421
206,User_DiT_3,5.0,3.0,421
206,Sys_DiT_noref_1,4.15,3.85,421
206,Sys_DiT_noref_2,3.45,2.35,421
