image_id,output_DiT_val_1_alignment_score,output_DiT_val_1_artifact_score,output_DiT_val_2_alignment_score,output_DiT_val_2_artifact_score,output_DiT_val_3_alignment_score,output_DiT_val_3_artifact_score,alignment_score_mean,alignment_score_std,alignment_score_range,alignment_score_min,alignment_score_max,artifact_score_mean,artifact_score_std,artifact_score_range,artifact_score_min,artifact_score_max
000159,4.12,1.5,4.62,1.5,4.32,1.5,4.3533333333333335,0.20548046676563253,0.5,4.12,4.62,1.5,0.0,0.0,1.5,1.5
000160,4.65,1.5,4.65,1.5,4.2,1.5,4.5,0.21213203435596434,0.4500000000000002,4.2,4.65,1.5,0.0,0.0,1.5,1.5
000161,3.82,1.47,3.82,1.5,4.65,1.5,4.096666666666667,0.3912657522565565,0.8300000000000005,3.82,4.65,1.49,0.014142135623730963,0.030000000000000027,1.47,1.5
000162,4.25,1.5,3.82,1.5,4.25,1.5,4.1066666666666665,0.20270394394014368,0.43000000000000016,3.82,4.25,1.5,0.0,0.0,1.5,1.5
000163,3.65,1.5,3.65,1.5,4.25,1.5,3.85,0.28284271247461906,0.6000000000000001,3.65,4.25,1.5,0.0,0.0,1.5,1.5
000164,4.65,1.5,4.25,1.5,4.65,1.5,4.516666666666667,0.18856180831641287,0.40000000000000036,4.25,4.65,1.5,0.0,0.0,1.5,1.5
000165,3.85,2.75,4.75,3.85,4.12,3.65,4.239999999999999,0.37709415269929597,0.8999999999999999,3.85,4.75,3.4166666666666665,0.47842333648024415,1.1,2.75,3.85
000166,4.85,1.5,4.2,1.5,4.85,1.5,4.633333333333334,0.30641293851417034,0.6499999999999995,4.2,4.85,1.5,0.0,0.0,1.5,1.5
000167,3.85,1.5,4.15,1.5,4.35,1.5,4.116666666666666,0.2054804667656324,0.49999999999999956,3.85,4.35,1.5,0.0,0.0,1.5,1.5
000168,4.25,4.1,4.12,3.85,4.25,4.1,4.206666666666667,0.06128258770283406,0.1299999999999999,4.12,4.25,4.016666666666667,0.11785113019775771,0.24999999999999956,3.85,4.1
000169,4.85,3.0,4.75,3.0,4.25,3.0,4.616666666666666,0.26246692913372693,0.5999999999999996,4.25,4.85,3.0,0.0,0.0,3.0,3.0
000170,4.12,3.28,4.35,2.25,4.23,2.87,4.233333333333333,0.09392668535736894,0.22999999999999954,4.12,4.35,2.7999999999999994,0.4233989450467096,1.0299999999999998,2.25,3.28
000171,3.85,3.65,4.12,3.85,4.15,3.85,4.04,0.13490737563232047,0.30000000000000027,3.85,4.15,3.783333333333333,0.09428090415820643,0.20000000000000018,3.65,3.85
000172,4.25,4.1,4.12,3.65,4.85,4.2,4.406666666666667,0.31794478905761103,0.7299999999999995,4.12,4.85,3.983333333333333,0.2392116682401221,0.5500000000000003,3.65,4.2
000173,3.75,3.2,3.85,4.12,4.12,3.85,3.9066666666666663,0.15627610892974728,0.3700000000000001,3.75,4.12,3.723333333333333,0.3861203036475664,0.9199999999999999,3.2,4.12
000174,4.12,4.35,4.25,3.75,3.85,3.65,4.073333333333333,0.16659998666133063,0.3999999999999999,3.85,4.25,3.9166666666666665,0.3091206165165233,0.6999999999999997,3.65,4.35
000175,4.12,3.85,3.75,2.35,3.85,3.65,3.9066666666666667,0.15627610892974728,0.3700000000000001,3.75,4.12,3.283333333333333,0.6649979114420002,1.5,2.35,3.85
000176,4.12,3.85,4.12,3.85,4.12,3.85,4.12,0.0,0.0,4.12,4.12,3.85,0.0,0.0,3.85,3.85
000177,2.85,2.65,1.25,3.15,3.25,2.15,2.4499999999999997,0.8640987597877147,2.0,1.25,3.25,2.65,0.408248290463863,1.0,2.15,3.15
000178,3.45,3.82,2.85,2.15,3.45,2.15,3.25,0.28284271247461906,0.6000000000000001,2.85,3.45,2.7066666666666666,0.7872455497210229,1.67,2.15,3.82
000179,3.82,3.45,4.12,3.85,4.75,4.2,4.2299999999999995,0.38755644750152207,0.9300000000000002,3.82,4.75,3.8333333333333335,0.3064129385141706,0.75,3.45,4.2
000180,3.65,1.5,3.82,1.5,3.65,1.5,3.7066666666666666,0.08013876853447535,0.16999999999999993,3.65,3.82,1.5,0.0,0.0,1.5,1.5
000181,3.45,1.5,3.42,1.5,4.25,1.5,3.706666666666667,0.38438984840335666,0.8300000000000001,3.42,4.25,1.5,0.0,0.0,1.5,1.5
000182,3.82,1.5,3.82,1.5,3.82,1.5,3.82,0.0,0.0,3.82,3.82,1.5,0.0,0.0,1.5,1.5
000183,2.85,2.65,2.15,2.35,3.2,2.8,2.733333333333333,0.43652669512362663,1.0500000000000003,2.15,3.2,2.6,0.18708286933869697,0.44999999999999973,2.35,2.8
000184,2.85,1.5,2.85,1.5,3.82,1.5,3.1733333333333333,0.4572623851673006,0.9699999999999998,2.85,3.82,1.5,0.0,0.0,1.5,1.5
000185,4.12,2.35,4.25,3.85,4.25,3.85,4.206666666666667,0.06128258770283406,0.1299999999999999,4.12,4.25,3.35,0.7071067811865476,1.5,2.35,3.85
000186,3.42,3.85,4.12,3.65,2.85,3.2,3.4633333333333334,0.5193799722318484,1.27,2.85,4.12,3.5666666666666664,0.2718251071716681,0.6499999999999999,3.2,3.85
000187,1.85,1.23,1.23,1.5,1.85,1.5,1.6433333333333333,0.29227080289043966,0.6200000000000001,1.23,1.85,1.4100000000000001,0.12727922061357858,0.27,1.23,1.5
000188,4.13,3.0,4.25,2.35,4.25,3.0,4.21,0.05656854249492385,0.1200000000000001,4.13,4.25,2.783333333333333,0.30641293851417056,0.6499999999999999,2.35,3.0
000189,2.15,1.5,1.85,1.23,2.15,1.5,2.0500000000000003,0.14142135623730942,0.2999999999999998,1.85,2.15,1.4100000000000001,0.12727922061357858,0.27,1.23,1.5
000190,4.12,1.5,3.82,1.5,4.25,1.5,4.0633333333333335,0.18006171781426014,0.43000000000000016,3.82,4.25,1.5,0.0,0.0,1.5,1.5
000191,4.85,4.92,4.85,4.92,4.95,4.98,4.883333333333333,0.04714045207910342,0.10000000000000053,4.85,4.95,4.94,0.028284271247462134,0.0600000000000005,4.92,4.98
000192,4.2,1.5,4.15,1.5,4.25,1.5,4.2,0.04082482904638616,0.09999999999999964,4.15,4.25,1.5,0.0,0.0,1.5,1.5
000193,4.2,3.0,4.35,3.0,4.25,3.0,4.266666666666667,0.06236095644623214,0.14999999999999947,4.2,4.35,3.0,0.0,0.0,3.0,3.0
000194,4.12,1.5,4.12,1.5,4.72,1.5,4.32,0.28284271247461884,0.5999999999999996,4.12,4.72,1.5,0.0,0.0,1.5,1.5
000195,3.85,3.2,4.25,3.85,4.13,2.2,4.076666666666667,0.16759740119968708,0.3999999999999999,3.85,4.25,3.0833333333333335,0.6786424357167444,1.65,2.2,3.85
000196,3.45,1.5,3.25,1.5,3.65,1.5,3.4499999999999997,0.16329931618554516,0.3999999999999999,3.25,3.65,1.5,0.0,0.0,1.5,1.5
000197,4.25,3.0,3.82,2.15,4.25,2.85,4.1066666666666665,0.20270394394014368,0.43000000000000016,3.82,4.25,2.6666666666666665,0.3704351795148812,0.8500000000000001,2.15,3.0
000198,4.65,3.85,4.35,3.85,4.35,2.85,4.45,0.14142135623730984,0.3000000000000007,4.35,4.65,3.516666666666667,0.4714045207910317,1.0,2.85,3.85
000199,4.21,2.87,4.44,1.75,4.12,2.85,4.256666666666667,0.13474255287605172,0.3200000000000003,4.12,4.44,2.49,0.5233227175144097,1.12,1.75,2.87
000200,3.85,1.5,3.45,1.5,3.85,1.5,3.716666666666667,0.18856180831641264,0.3999999999999999,3.45,3.85,1.5,0.0,0.0,1.5,1.5
000201,3.85,2.0,3.82,2.0,3.82,2.0,3.83,0.014142135623731067,0.03000000000000025,3.82,3.85,2.0,0.0,0.0,2.0,2.0
000202,3.85,1.5,3.82,1.5,3.82,1.5,3.83,0.014142135623731067,0.03000000000000025,3.82,3.85,1.5,0.0,0.0,1.5,1.5
000203,3.82,2.0,4.12,2.0,4.25,2.0,4.0633333333333335,0.18006171781426014,0.43000000000000016,3.82,4.25,2.0,0.0,0.0,2.0,2.0
000204,3.82,2.15,2.85,3.12,1.85,2.6,2.84,0.8042802165083177,1.9699999999999998,1.85,3.82,2.623333333333333,0.3963444069100621,0.9700000000000002,2.15,3.12
000205,3.42,1.5,3.2,1.5,3.25,1.5,3.2900000000000005,0.09416297927883681,0.21999999999999975,3.2,3.42,1.5,0.0,0.0,1.5,1.5
000206,3.25,1.5,3.42,1.5,2.85,1.5,3.1733333333333333,0.23893281249943227,0.5699999999999998,2.85,3.42,1.5,0.0,0.0,1.5,1.5
000207,4.85,3.72,4.85,4.2,4.85,3.75,4.85,0.0,0.0,4.85,4.85,3.89,0.21954498400100153,0.48,3.72,4.2
000208,3.2,2.8,3.25,2.15,1.25,5.0,2.566666666666667,0.9312476696465997,2.0,1.25,3.25,3.3166666666666664,1.2195172086617811,2.85,2.15,5.0
000209,3.42,2.0,4.2,2.0,3.85,2.0,3.8233333333333337,0.31899146627387326,0.7800000000000002,3.42,4.2,2.0,0.0,0.0,2.0,2.0
000210,4.12,1.5,4.25,1.5,3.85,1.5,4.073333333333333,0.16659998666133063,0.3999999999999999,3.85,4.25,1.5,0.0,0.0,1.5,1.5
000211,4.25,1.5,4.2,1.5,4.2,1.5,4.216666666666666,0.0235702260395515,0.04999999999999982,4.2,4.25,1.5,0.0,0.0,1.5,1.5
000212,4.85,4.9,4.35,3.82,4.72,3.85,4.64,0.2118175315375634,0.5,4.35,4.85,4.19,0.502195181179589,1.0800000000000005,3.82,4.9
000213,1.25,1.5,0.85,1.5,1.25,1.5,1.1166666666666667,0.18856180831641267,0.4,0.85,1.25,1.5,0.0,0.0,1.5,1.5
000214,4.2,1.5,4.2,1.5,3.85,1.5,4.083333333333333,0.16499158227686112,0.3500000000000001,3.85,4.2,1.5,0.0,0.0,1.5,1.5
000215,4.92,4.35,4.85,3.65,4.92,4.85,4.8966666666666665,0.03299831645537235,0.07000000000000028,4.85,4.92,4.283333333333333,0.4921607686744466,1.1999999999999997,3.65,4.85
000216,4.25,1.5,4.25,1.5,4.12,1.5,4.206666666666667,0.06128258770283406,0.1299999999999999,4.12,4.25,1.5,0.0,0.0,1.5,1.5
000217,4.2,1.5,3.85,1.5,4.12,1.5,4.0566666666666675,0.1497405163014414,0.3500000000000001,3.85,4.2,1.5,0.0,0.0,1.5,1.5
000218,4.25,2.0,4.65,2.0,4.72,2.0,4.54,0.20704266871026045,0.46999999999999975,4.25,4.72,2.0,0.0,0.0,2.0,2.0
000219,1.85,1.5,1.25,1.5,1.85,1.5,1.6500000000000001,0.28284271247461906,0.6000000000000001,1.25,1.85,1.5,0.0,0.0,1.5,1.5
000220,4.65,2.75,4.25,1.5,4.2,1.5,4.366666666666667,0.20138409955990966,0.4500000000000002,4.2,4.65,1.9166666666666667,0.5892556509887895,1.25,1.5,2.75
000221,4.25,3.85,3.82,3.45,3.82,2.15,3.9633333333333334,0.20270394394014368,0.43000000000000016,3.82,4.25,3.1500000000000004,0.7257180352359082,1.7000000000000002,2.15,3.85
000222,4.85,3.65,4.85,3.8,4.75,3.85,4.816666666666666,0.047140452079103,0.09999999999999964,4.75,4.85,3.766666666666666,0.08498365855987979,0.20000000000000018,3.65,3.85
000223,4.85,4.2,4.85,3.65,4.92,4.15,4.873333333333333,0.03299831645537235,0.07000000000000028,4.85,4.92,4.0,0.24832774042918918,0.5500000000000003,3.65,4.2
000224,4.12,3.45,4.92,4.65,4.35,3.85,4.463333333333333,0.336286914537109,0.7999999999999998,4.12,4.92,3.983333333333334,0.4988876515698589,1.2000000000000002,3.45,4.65
000225,4.75,3.85,4.92,3.85,4.75,3.2,4.806666666666667,0.08013876853447535,0.16999999999999993,4.75,4.92,3.6333333333333333,0.30641293851417056,0.6499999999999999,3.2,3.85
000226,4.85,3.65,4.95,4.92,4.92,4.15,4.906666666666667,0.041899350299922,0.10000000000000053,4.85,4.95,4.24,0.5223664103545199,1.27,3.65,4.92
000227,4.85,3.65,4.85,3.75,4.85,3.75,4.85,0.0,0.0,4.85,4.85,3.716666666666667,0.047140452079103216,0.10000000000000009,3.65,3.75
000228,4.25,2.8,3.42,2.68,4.38,2.55,4.016666666666667,0.4252319628417203,0.96,3.42,4.38,2.676666666666667,0.10208928554075702,0.25,2.55,2.8
000229,4.85,3.65,4.75,3.85,4.85,3.65,4.816666666666666,0.047140452079103,0.09999999999999964,4.75,4.85,3.716666666666667,0.09428090415820643,0.20000000000000018,3.65,3.85
000230,4.95,4.98,4.85,3.75,4.85,4.2,4.883333333333334,0.047140452079103425,0.10000000000000053,4.85,4.95,4.31,0.5081338406365001,1.2300000000000004,3.75,4.98
000231,3.85,3.6,3.85,2.65,3.25,2.8,3.65,0.28284271247461906,0.6000000000000001,3.25,3.85,3.016666666666667,0.4169998667732269,0.9500000000000002,2.65,3.6
000232,4.75,4.2,4.75,3.15,4.25,3.85,4.583333333333333,0.23570226039551584,0.5,4.25,4.75,3.733333333333333,0.43652669512362663,1.0500000000000003,3.15,4.2
000233,3.82,1.47,4.85,4.2,4.75,3.85,4.473333333333334,0.4637767662236746,1.0299999999999998,3.82,4.85,3.1733333333333333,1.2128845323809225,2.7300000000000004,1.47,4.2
000234,1.25,1.5,2.85,3.45,2.85,3.72,2.3166666666666664,0.7542472332656507,1.6,1.25,2.85,2.89,0.9890399385262458,2.22,1.5,3.72
000235,4.85,4.92,4.85,4.2,4.75,4.9,4.816666666666666,0.047140452079103,0.09999999999999964,4.75,4.85,4.673333333333334,0.3347967874530592,0.7199999999999998,4.2,4.92
000236,4.15,3.85,4.85,4.95,4.85,4.95,4.616666666666666,0.32998316455372184,0.6999999999999993,4.15,4.85,4.583333333333333,0.5185449728701349,1.1,3.85,4.95
000237,4.95,4.98,4.92,4.85,4.95,4.98,4.94,0.014142135623731067,0.03000000000000025,4.92,4.95,4.9366666666666665,0.061282587702834485,0.13000000000000078,4.85,4.98
000238,4.92,4.85,4.75,4.25,4.75,4.85,4.806666666666667,0.08013876853447535,0.16999999999999993,4.75,4.92,4.6499999999999995,0.28284271247461884,0.5999999999999996,4.25,4.85
000239,4.62,3.85,4.25,3.85,4.62,3.85,4.496666666666667,0.17441967269268177,0.3700000000000001,4.25,4.62,3.85,0.0,0.0,3.85,3.85
000240,3.82,2.15,4.15,2.65,4.85,3.75,4.273333333333333,0.42944408509399934,1.0299999999999998,3.82,4.85,2.85,0.6683312551921141,1.6,2.15,3.75
000241,3.2,2.0,3.82,2.0,2.85,2.0,3.2899999999999996,0.40108187027920694,0.9699999999999998,2.85,3.82,2.0,0.0,0.0,2.0,2.0
000242,4.65,4.2,4.25,3.85,4.25,3.85,4.383333333333334,0.18856180831641287,0.40000000000000036,4.25,4.65,3.966666666666667,0.16499158227686112,0.3500000000000001,3.85,4.2
000243,4.2,3.8,4.25,3.85,4.25,3.15,4.233333333333333,0.0235702260395515,0.04999999999999982,4.2,4.25,3.6,0.3188521078284832,0.7000000000000002,3.15,3.85
000244,4.15,3.82,4.15,2.35,4.25,3.85,4.183333333333334,0.047140452079103,0.09999999999999964,4.15,4.25,3.34,0.7001428425685718,1.5,2.35,3.85
000245,4.15,2.85,4.72,3.0,4.65,1.35,4.506666666666667,0.2538153309440195,0.5699999999999994,4.15,4.72,2.4,0.744983221287567,1.65,1.35,3.0
000246,3.82,1.47,4.25,2.15,4.12,2.85,4.0633333333333335,0.18006171781426014,0.43000000000000016,3.82,4.25,2.1566666666666667,0.563402362634576,1.3800000000000001,1.47,2.85
000247,3.75,2.85,4.15,3.0,3.82,2.47,3.9066666666666667,0.1744196726926819,0.40000000000000036,3.75,4.15,2.7733333333333334,0.22305953365762135,0.5299999999999998,2.47,3.0
000248,4.85,3.8,4.85,3.65,4.65,3.85,4.783333333333333,0.094280904158206,0.1999999999999993,4.65,4.85,3.766666666666666,0.08498365855987979,0.20000000000000018,3.65,3.85
000249,4.15,2.85,4.75,1.65,4.25,3.0,4.383333333333334,0.26246692913372693,0.5999999999999996,4.15,4.75,2.5,0.6041522986797286,1.35,1.65,3.0
000250,2.85,1.5,3.85,1.5,2.85,1.5,3.1833333333333336,0.4714045207910317,1.0,2.85,3.85,1.5,0.0,0.0,1.5,1.5
000251,4.15,1.5,4.15,1.5,4.15,1.5,4.15,0.0,0.0,4.15,4.15,1.5,0.0,0.0,1.5,1.5
000252,4.25,2.0,4.25,2.0,4.25,2.0,4.25,0.0,0.0,4.25,4.25,2.0,0.0,0.0,2.0,2.0
000253,4.12,2.0,4.32,2.0,4.15,2.0,4.196666666666667,0.08806563209081943,0.20000000000000018,4.12,4.32,2.0,0.0,0.0,2.0,2.0
000254,4.12,1.5,4.35,1.5,4.2,1.5,4.223333333333333,0.09533566430716707,0.22999999999999954,4.12,4.35,1.5,0.0,0.0,1.5,1.5
000255,4.2,1.5,4.2,1.5,4.2,1.5,4.2,0.0,0.0,4.2,4.2,1.5,0.0,0.0,1.5,1.5
000256,4.75,2.0,4.25,2.0,3.82,2.0,4.273333333333333,0.38002923864121596,0.9300000000000002,3.82,4.75,2.0,0.0,0.0,2.0,2.0
000257,3.82,1.5,3.2,1.5,3.65,1.5,3.5566666666666666,0.26157641755751254,0.6199999999999997,3.2,3.82,1.5,0.0,0.0,1.5,1.5
000258,4.2,1.5,4.12,1.5,3.25,1.5,3.856666666666667,0.43021958217739104,0.9500000000000002,3.25,4.2,1.5,0.0,0.0,1.5,1.5
000259,3.85,1.5,3.82,1.5,4.25,1.5,3.973333333333333,0.1960158723731888,0.43000000000000016,3.82,4.25,1.5,0.0,0.0,1.5,1.5
000260,3.65,1.5,4.12,1.5,3.82,1.5,3.8633333333333333,0.19430788855719572,0.4700000000000002,3.65,4.12,1.5,0.0,0.0,1.5,1.5
000261,3.2,2.1,3.82,1.47,3.85,1.25,3.623333333333333,0.2995923155816175,0.6499999999999999,3.2,3.85,1.6066666666666667,0.3602159845919606,0.8500000000000001,1.25,2.1
000262,4.38,3.7,4.92,4.75,4.25,3.85,4.516666666666667,0.2900957696271277,0.6699999999999999,4.25,4.92,4.1,0.4636809247747851,1.0499999999999998,3.7,4.75
000263,3.25,3.0,3.82,2.4,3.42,2.18,3.4966666666666666,0.23893281249943227,0.5699999999999998,3.25,3.82,2.526666666666667,0.34653843782312066,0.8199999999999998,2.18,3.0
000264,4.85,3.2,4.85,3.65,4.25,3.1,4.6499999999999995,0.28284271247461884,0.5999999999999996,4.25,4.85,3.3166666666666664,0.23921166824012197,0.5499999999999998,3.1,3.65
000265,4.25,2.0,4.25,2.0,4.12,2.0,4.206666666666667,0.06128258770283406,0.1299999999999999,4.12,4.25,2.0,0.0,0.0,2.0,2.0
000266,4.25,1.5,4.2,1.5,4.2,1.5,4.216666666666666,0.0235702260395515,0.04999999999999982,4.2,4.25,1.5,0.0,0.0,1.5,1.5
000267,4.65,3.82,4.25,3.15,4.12,2.85,4.34,0.22553639765383043,0.5300000000000002,4.12,4.65,3.2733333333333334,0.40549010126293117,0.9699999999999998,2.85,3.82
000268,3.82,1.5,3.85,1.5,4.12,1.5,3.9299999999999997,0.13490737563232047,0.30000000000000027,3.82,4.12,1.5,0.0,0.0,1.5,1.5
000269,4.65,4.12,4.65,4.2,4.65,3.82,4.65,0.0,0.0,4.65,4.65,4.046666666666667,0.16357125528513744,0.38000000000000034,3.82,4.2
000270,4.85,4.2,4.85,3.65,4.85,4.2,4.85,0.0,0.0,4.85,4.85,4.016666666666667,0.25927248643506756,0.5500000000000003,3.65,4.2
000271,4.12,1.5,4.25,1.5,3.82,1.5,4.0633333333333335,0.18006171781426014,0.43000000000000016,3.82,4.25,1.5,0.0,0.0,1.5,1.5
000272,4.75,2.0,4.12,2.0,4.75,2.0,4.54,0.2969848480983499,0.6299999999999999,4.12,4.75,2.0,0.0,0.0,2.0,2.0
000273,4.12,2.0,4.85,2.0,4.25,2.0,4.406666666666666,0.31794478905761103,0.7299999999999995,4.12,4.85,2.0,0.0,0.0,2.0,2.0
000274,4.85,4.2,4.85,3.75,4.85,3.75,4.85,0.0,0.0,4.85,4.85,3.9,0.21213203435596434,0.4500000000000002,3.75,4.2
000275,4.2,3.1,4.92,4.15,4.35,2.85,4.49,0.3101612483854164,0.7199999999999998,4.2,4.92,3.3666666666666667,0.5632248416238601,1.3000000000000003,2.85,4.15
000276,4.95,4.85,4.92,3.85,5.0,4.0,4.956666666666667,0.03299831645537223,0.08000000000000007,4.92,5.0,4.233333333333333,0.44032816045409673,0.9999999999999996,3.85,4.85
000277,3.82,3.45,4.2,3.8,3.82,3.45,3.9466666666666668,0.1791337179005922,0.38000000000000034,3.82,4.2,3.5666666666666664,0.16499158227686092,0.34999999999999964,3.45,3.8
000278,4.85,3.72,4.85,3.75,4.75,3.85,4.816666666666666,0.047140452079103,0.09999999999999964,4.75,4.85,3.7733333333333334,0.0555777733351102,0.1299999999999999,3.72,3.85
000279,4.35,3.0,4.65,3.0,4.12,3.0,4.373333333333334,0.21699974398346403,0.5300000000000002,4.12,4.65,3.0,0.0,0.0,3.0,3.0
000280,4.65,2.0,3.82,2.0,3.82,2.0,4.096666666666667,0.3912657522565565,0.8300000000000005,3.82,4.65,2.0,0.0,0.0,2.0,2.0
000281,3.25,1.5,3.25,1.5,3.25,1.5,3.25,0.0,0.0,3.25,3.25,1.5,0.0,0.0,1.5,1.5
000282,4.85,3.0,4.85,3.0,4.65,3.0,4.783333333333333,0.094280904158206,0.1999999999999993,4.65,4.85,3.0,0.0,0.0,3.0,3.0
000283,1.25,1.5,2.15,1.5,1.25,1.5,1.55,0.42426406871192845,0.8999999999999999,1.25,2.15,1.5,0.0,0.0,1.5,1.5
000284,4.65,2.85,4.85,2.15,4.85,2.15,4.783333333333333,0.094280904158206,0.1999999999999993,4.65,4.85,2.3833333333333333,0.32998316455372223,0.7000000000000002,2.15,2.85
000285,3.82,1.5,3.82,1.5,3.82,1.5,3.82,0.0,0.0,3.82,3.82,1.5,0.0,0.0,1.5,1.5
000286,4.65,3.0,4.25,3.0,4.65,2.15,4.516666666666667,0.18856180831641287,0.40000000000000036,4.25,4.65,2.716666666666667,0.40069384267237695,0.8500000000000001,2.15,3.0
000287,4.85,3.65,4.85,3.65,4.85,4.2,4.85,0.0,0.0,4.85,4.85,3.8333333333333335,0.25927248643506756,0.5500000000000003,3.65,4.2
000288,3.75,1.5,3.2,1.5,4.25,1.5,3.733333333333333,0.42882267767562016,1.0499999999999998,3.2,4.25,1.5,0.0,0.0,1.5,1.5
000289,4.65,2.85,4.35,3.0,4.65,2.85,4.55,0.14142135623730984,0.3000000000000007,4.35,4.65,2.9,0.07071067811865471,0.1499999999999999,2.85,3.0
000290,4.25,2.15,4.25,2.85,4.25,3.0,4.25,0.0,0.0,4.25,4.25,2.6666666666666665,0.3704351795148812,0.8500000000000001,2.15,3.0
000291,4.35,2.0,4.35,2.0,4.35,2.0,4.35,0.0,0.0,4.35,4.35,2.0,0.0,0.0,2.0,2.0
000292,3.85,1.5,3.45,1.5,3.82,1.5,3.706666666666667,0.18190351532856328,0.3999999999999999,3.45,3.85,1.5,0.0,0.0,1.5,1.5
000293,3.45,1.5,3.42,1.5,3.42,1.5,3.4299999999999997,0.014142135623731067,0.03000000000000025,3.42,3.45,1.5,0.0,0.0,1.5,1.5
000294,3.85,1.5,3.85,1.5,4.25,1.5,3.983333333333333,0.18856180831641264,0.3999999999999999,3.85,4.25,1.5,0.0,0.0,1.5,1.5
000295,4.12,1.85,3.65,1.5,3.42,1.5,3.73,0.2913188402192119,0.7000000000000002,3.42,4.12,1.6166666666666665,0.16499158227686114,0.3500000000000001,1.5,1.85
000296,3.45,1.5,3.82,1.5,3.82,1.5,3.6966666666666668,0.17441967269268158,0.36999999999999966,3.45,3.82,1.5,0.0,0.0,1.5,1.5
000297,3.82,1.47,3.25,1.5,3.42,1.5,3.4966666666666666,0.23893281249943227,0.5699999999999998,3.25,3.82,1.49,0.014142135623730963,0.030000000000000027,1.47,1.5
000298,3.85,1.5,3.85,1.5,3.25,1.5,3.65,0.28284271247461906,0.6000000000000001,3.25,3.85,1.5,0.0,0.0,1.5,1.5
000299,4.35,2.0,3.82,2.0,4.12,2.0,4.096666666666667,0.2169997439834639,0.5299999999999998,3.82,4.35,2.0,0.0,0.0,2.0,2.0
000300,4.2,3.0,4.72,3.0,4.23,2.87,4.383333333333334,0.23837412238374808,0.5199999999999996,4.2,4.72,2.956666666666667,0.06128258770283406,0.1299999999999999,2.87,3.0
000301,4.12,1.5,4.12,1.5,4.2,1.5,4.146666666666667,0.03771236166328257,0.08000000000000007,4.12,4.2,1.5,0.0,0.0,1.5,1.5
000302,4.65,2.35,4.65,2.35,4.85,3.0,4.716666666666667,0.094280904158206,0.1999999999999993,4.65,4.85,2.566666666666667,0.30641293851417056,0.6499999999999999,2.35,3.0
000303,4.72,3.85,4.25,2.75,4.65,3.42,4.54,0.20704266871026045,0.46999999999999975,4.25,4.72,3.34,0.452621990922521,1.1,2.75,3.85
000304,4.15,2.0,4.25,2.0,3.82,2.0,4.073333333333333,0.18372685039360906,0.43000000000000016,3.82,4.25,2.0,0.0,0.0,2.0,2.0
000305,4.12,1.5,4.12,1.5,4.2,1.5,4.146666666666667,0.03771236166328257,0.08000000000000007,4.12,4.2,1.5,0.0,0.0,1.5,1.5
000306,3.82,2.47,3.82,2.15,4.2,2.8,3.9466666666666668,0.17913371790059218,0.38000000000000034,3.82,4.2,2.473333333333333,0.2653718564999352,0.6499999999999999,2.15,2.8
000307,4.25,1.5,3.25,1.5,4.25,1.5,3.9166666666666665,0.4714045207910317,1.0,3.25,4.25,1.5,0.0,0.0,1.5,1.5
000308,4.65,2.0,4.75,2.0,4.23,2.0,4.543333333333334,0.2252899366495439,0.5199999999999996,4.23,4.75,2.0,0.0,0.0,2.0,2.0
000309,4.25,1.5,4.25,1.5,4.12,1.5,4.206666666666667,0.06128258770283406,0.1299999999999999,4.12,4.25,1.5,0.0,0.0,1.5,1.5
000310,4.75,1.5,4.85,1.5,4.72,1.5,4.773333333333333,0.05557777333511014,0.1299999999999999,4.72,4.85,1.5,0.0,0.0,1.5,1.5
000311,4.75,3.82,4.25,3.1,1.85,2.65,3.6166666666666667,1.2657891697365016,2.9,1.85,4.75,3.19,0.4818713521262703,1.17,2.65,3.82
000312,2.78,3.5,1.25,4.15,1.85,1.2,1.9599999999999997,0.6294441992742486,1.5299999999999998,1.25,2.78,2.9499999999999997,1.2655697004379753,2.95,1.2,4.15
000313,2.85,1.92,2.15,2.3,1.85,2.0,2.283333333333333,0.41899350299921784,1.0,1.85,2.85,2.0733333333333333,0.16357125528513722,0.3799999999999999,1.92,2.3
000314,2.78,2.35,3.45,2.15,3.33,1.1,3.186666666666667,0.2916999980954559,0.6700000000000004,2.78,3.45,1.8666666666666665,0.5482294734466175,1.25,1.1,2.35
000315,3.82,2.15,1.85,2.75,1.85,2.35,2.5066666666666664,0.9286669059583323,1.9699999999999998,1.85,3.82,2.4166666666666665,0.24944382578492946,0.6000000000000001,2.15,2.75
000316,4.44,5.0,4.12,3.85,4.65,3.85,4.403333333333333,0.21791945504908214,0.5300000000000002,4.12,4.65,4.233333333333333,0.5421151989096864,1.15,3.85,5.0
000317,1.25,2.15,3.75,1.5,2.15,0.45,2.3833333333333333,1.0338708279513882,2.5,1.25,3.75,1.3666666666666665,0.7003967129816897,1.7,0.45,2.15
000318,1.25,2.85,1.11,1.1,0.56,1.25,0.9733333333333335,0.29780679792256065,0.69,0.56,1.25,1.7333333333333334,0.7919736247011148,1.75,1.1,2.85
000319,3.82,1.5,3.75,1.5,3.82,2.18,3.796666666666667,0.03299831645537214,0.06999999999999984,3.75,3.82,1.7266666666666666,0.32055507413790163,0.6800000000000002,1.5,2.18
000320,3.42,2.18,4.25,3.15,3.82,2.15,3.83,0.33891985286593446,0.8300000000000001,3.42,4.25,2.4933333333333336,0.4644949467492144,1.0,2.15,3.15
